,Address,Price,Rental_type,Sqfeet,Boro,Agency,Beds,Baths
202,"594 5th Street, 2 - Park Slope, New York",3100,Rental,Listing ID: 3883654,Brooklyn,Elliman,1 Bed, 1 Bath
203,"Washington Pk - Fort Greene, New York",3100,Rental,Listing ID: 3693855,Brooklyn,Elliman,1 Bed, 1 Bath
204,"Smith Street - Boerum Hill, New York",3100,Rental,Listing ID: 3790218,Brooklyn,Elliman,1 Bed, 1 Bath
205,"57 70th Street, 2 - Bay Ridge, New York",3100,Multi-Family,Listing ID: 3887876,Brooklyn,Elliman,3 Beds, 1 Bath
206,"North 9th Street - Williamsburg, New York",3050,Condo,Approximate Sq. Feet: 464,Brooklyn,Elliman,Studio, 1 Bath
207,"761 Westminster Rd - Ditmas Park, New York",3000,House,Listing ID: 3855185,Brooklyn,Elliman,2 Beds, 1 Bath 
208,"325 Stuyvesant Avenue, 1 - Bedford - Stuyvesant, New York",3000,Rental,Listing ID: 3862016,Brooklyn,Elliman,3 Beds, 2 Baths
209,"Madison Street - Bushwick, New York",3000,Rental,Listing ID: 3794449,Brooklyn,Elliman,3 Beds, 1 Bath
210,"207 Prospect Pk SW, 4E - Windsor Terrace, New York",3000,Condo,Approximate Sq. Feet: 900,Brooklyn,Elliman,2 Beds, 1 Bath
215,"152 Montague Street, 3 - Brooklyn Heights, New York",3000,Multi-Family,Listing ID: 3838851,Brooklyn,Elliman,1 Bed, 1 Bath
216,"98 15th Street, 1 - Gowanus, New York",2995,Rental,Listing ID: 3873922,Brooklyn,Elliman,1 Bed, 1 Bath
217,"Smith Street - Boerum Hill, New York",2995,Rental,Listing ID: 3692953,Brooklyn,Elliman,1 Bed, 1 Bath
218,"203 17th Street, 22 - Park Slope, New York",2995,Rental,Approximate Sq. Feet: 900,Brooklyn,Elliman,3 Beds, 1 Bath
219,"North 10th Street - Williamsburg, New York",2983,"Rental, Doorman",Approximate Sq. Feet: 493,Brooklyn,Elliman,Studio, 1 Bath
221,"834 Herkimer Street, 1B - Bedford - Stuyvesant, New York",2950,Condo,Approximate Sq. Feet: 880,Brooklyn,Elliman,2 Beds, 1 Bath
222,"Leonard Street - Williamsburg, New York",2921,Rental,Approximate Sq. Feet: 434,Brooklyn,Elliman,Studio, 1 Bath
223,"68 Summit Street, 2C - Carroll Gardens, New York",2900,Rental,"Approximate Sq. Feet: 1,100",Brooklyn,Elliman,Loft, 1 Bath
224,"107 Greenpoint Avenue, A3 - Greenpoint, New York",2900,Rental,Listing ID: 3868782,Brooklyn,Elliman,1 Bed, 2 Baths
225,"null, 584 Myrtle Avenue, 1A - Clinton Hill, New York",2900,Condo,Listing ID: 3884817,Brooklyn,Elliman,2 Beds, 1 Bath
226,"219 16th Street, 1 - Park Slope, New York",2900,Rental,Listing ID: 3579636,Brooklyn,Elliman,2 Beds, 1 Bath
227,"380 Neptune Avenue, 4A - Brighton Beach, New York",2900,Rental,"Approximate Sq. Feet: 1,100",Brooklyn,Elliman,2 Beds, 2 Baths
228,"Metropolitan Avenue - Williamsburg, New York",2895,Rental,Listing ID: 3864649,Brooklyn,Elliman,2 Beds, 1 Bath
229,"Dumbo Lofts, 65 Washington Street, 2F - Dumbo, New York",2895,"Rental, Doorman",Approximate Sq. Feet: 444,Brooklyn,Elliman,Studio, 1 Bath
230,"1 Blue Slip, 19K - Greenpoint, New York",2854,Rental,Listing ID: 3650248,Brooklyn,Elliman,Studio, 1 Bath
231,"Joralemon Street - Brooklyn Heights, New York",2850,Rental,Listing ID: 3888130,Brooklyn,Elliman,1 Bed, 1 Bath
232,"1535 Flatbush Avenue, 2 - Flatbush, New York",2850,Multi-Family,Listing ID: 3313763,Brooklyn,Elliman,3 Beds, 2 Baths
233,"519 Hicks Street, 2 - Cobble Hill, New York",2850,Rental,Listing ID: 3879608,Brooklyn,Elliman,1 Bed, 1 Bath
235,"233 Schermerhorn Street, 10C - Downtown Brooklyn, New York",2850,"Rental, Doorman",Approximate Sq. Feet: 820,Brooklyn,Elliman,Loft, 1 Bed 
236,"Furman Street - Brooklyn Heights, New York",2850,"Condo, Doorman",Approximate Sq. Feet: 588,Brooklyn,Elliman,Loft, 1 Bath
237,"27 Quincy Street, 4D - Clinton Hill, New York",2800,Condo,Approximate Sq. Feet: 775,Brooklyn,Elliman,1 Bed, 1 Bath
239,"43 Lexington Avenue, 3 - Fort Greene, New York",2800,Rental,Listing ID: 3862020,Brooklyn,Elliman,2 Beds, 1 Bath
240,"226 Monroe Street, 2 - Bedford - Stuyvesant, New York",2800,Multi-Family,"Approximate Sq. Feet: 1,100",Brooklyn,Elliman,3 Beds, 1 Bath
242,"West 9th Street - Red Hook, New York",2800,,Listing ID: 3843459,Brooklyn,Elliman,1 Bed, 1 Bath
243,"425 14th Street, B2 - Park Slope, New York",2800,Condo,Approximate Sq. Feet: 605,Brooklyn,Elliman,1 Bed, 1 Bath
244,"Berry Street - Williamsburg, New York",2795,"Rental, Doorman",Approximate Sq. Feet: 466,Brooklyn,Elliman,Studio, 1 Bath
245,"Albemarle Rd - Kensington, New York",2775,Rental,Listing ID: 3856348,Brooklyn,Elliman,3 Beds, 1 Bath
246,"475 Clermont Avenue, 542 - Fort Greene, New York",2765,Rental,Listing ID: 3877230,Brooklyn,Elliman,Studio, 1 Bath
247,"400 Rugby Rd, 3J - Ditmas Park, New York",2750,Condo,Listing ID: 3820812,Brooklyn,Elliman,2 Beds, 1 Bath
248,"Martense Street - Flatbush, New York",2730,Rental,Approximate Sq. Feet: 980,Brooklyn,Elliman,2 Beds, 1 Bath
249,"Union Street - Crown Heights, New York",2725,Condo,Listing ID: 3865589,Brooklyn,Elliman,2 Beds, 1 Bath
250,"212 Linden Boulevard, 6A - Prospect-Lefferts Gardens, New York",2714,,Listing ID: 3696741,Brooklyn,Elliman,3 Beds, 2 Baths
251,"380 Neptune Avenue, 2B - Brighton Beach, New York",2700,Rental,Approximate Sq. Feet: 994,Brooklyn,Elliman,2 Beds, 2 Baths
252,"73 Vanderbilt Avenue, 2 - Clinton Hill, New York",2700,Condo,Approximate Sq. Feet: 800,Brooklyn,Elliman,1 Bed, 1 Bath
253,"316 Sackett Street, STORE - Carroll Gardens, New York",2700,,Listing ID: 3814325,Brooklyn,Elliman,Studio, 1 Half Bath
254,"Ashland Pl - Fort Greene, New York",2700,Rental,Listing ID: 3768733,Brooklyn,Elliman,Studio, 1 Bath
255,"295 Court Street, 2 - Cobble Hill, New York",2700,Rental,Listing ID: 3895206,Brooklyn,Elliman,1 Bed, 1 Bath
256,"706 Sackett Street, 2R - Park Slope, New York",2699,Condo,Listing ID: 3873814,Brooklyn,Elliman,1 Bed, 1 Bath
257,"Albemarle Rd - Kensington, New York",2650,Rental,Listing ID: 3883767,Brooklyn,Elliman,3 Beds, 1 Bath
258,"Van Buren Street - Bedford - Stuyvesant, New York",2650,Condo,Listing ID: 3794455,Brooklyn,Elliman,3 Beds, 1 Bath
259,"112 32nd Street, 3 - Sunset Park, New York",2600,Rental,Listing ID: 3833608,Brooklyn,Elliman,3 Beds, 1 Bath
260,"146 Nelson Street, 2 - Carroll Gardens, New York",2600,Rental,Approximate Sq. Feet: 750,Brooklyn,Elliman,1 Bed, 1 Bath
262,"81 Ocean Pkwy, 5E - Windsor Terrace, New York",2600,Cooperative,Approximate Sq. Feet: 830,Brooklyn,Elliman,1 Bed, 1 Bath
263,"135 Willow Street, 210 - Brooklyn Heights, New York",2600,"Cooperative, Doorman",Listing ID: 3822845,Brooklyn,Elliman,Studio, 1 Bath
264,"307 Palmetto Street - Bushwick, New York",2600,Multi-Family,Listing ID: 3857661,Brooklyn,Elliman,3 Beds, 1 Bath
265,"BEEKMAN PL - Prospect-Lefferts Gardens, New York",2600,Rental,Listing ID: 3714418,Brooklyn,Elliman,2 Beds, 1 Bath
266,"363 Amboy Street, 2F - Brownsville, New York",2600,Rental,Listing ID: 3841130,Brooklyn,Elliman,3 Beds, 1 Bath
267,"363 Amboy Street, 1F - Brownsville, New York",2600,Rental,Listing ID: 3840986,Brooklyn,Elliman,3 Beds, 1 Bath
268,"212 Linden Boulevard, 7B - Prospect-Lefferts Gardens, New York",2600,,Approximate Sq. Feet: 800 | Approximate Exterior Sq. Ft: 100,Brooklyn,Elliman,2 Beds, 1 Bath
269,"532 Clinton Street, 3 - Carroll Gardens, New York",2600,Rental,Approximate Sq. Feet: 800,Brooklyn,Elliman,1 Bed, 1 Bath
270,"475 Clermont Avenue, 201 - Fort Greene, New York",2585,Rental,Listing ID: 3720840,Brooklyn,Elliman,Studio, 1 Bath
271,"408 Hancock Street, 3 - Bedford - Stuyvesant, New York",2575,Multi-Family,Listing ID: 3827744,Brooklyn,Elliman,3 Beds, 1 Bath
272,"1801 Dorchester Rd, 2I - Ditmas Park, New York",2575,"Rental, Doorman",Listing ID: 3742836,Brooklyn,Elliman,1 Bed, 1 Bath
274,"1819 East 13th Street, 4L - Brooklyn Other, New York",2550,Rental,"Approximate Sq. Feet: 1,300",Brooklyn,Elliman,2 Beds, 2 Baths
275,"Pineapple Street - Brooklyn Heights, New York",2550,Rental,Listing ID: 3864637,Brooklyn,Elliman,1 Bed, 1 Bath
276,"3051 Ocean Avenue, A5 - Sheepshead Bay, New York",2500,Rental,Listing ID: 3865584,Brooklyn,Elliman,3 Beds, 1 Bath
278,"251 Schenectady Avenue, 3 - Crown Heights, New York",2500,Rental,Listing ID: 3866188,Brooklyn,Elliman,3 Beds, 1 Bath
279,"658 Carroll Street, 2B - Park Slope, New York",2500,Rental,Listing ID: 3881560,Brooklyn,Elliman,1 Bed, 1 Bath
280,"869 57th Street, 501 - Sunset Park, New York",2500,Condo,Approximate Sq. Feet: 800,Brooklyn,Elliman,2 Beds, 2 Baths
281,"LEFFERTS SOUTH, 2233 Caton Avenue, 3B - Prospect-Lefferts Gardens, New York",2500,Condo,Approximate Sq. Feet: 831 | Approximate Exterior Sq. Ft: 1040,Brooklyn,Elliman,2 Beds, 2 Baths
282,"1819 East 13th Street, 3L - Brooklyn Other, New York",2500,Rental,Listing ID: 3798126,Brooklyn,Elliman,2 Beds, 2 Baths
283,"1819 East 13th Street, 5R - Brooklyn Other, New York",2500,Rental,"Approximate Sq. Feet: 1,300",Brooklyn,Elliman,2 Beds, 2 Baths
284,"352 Menahan Street, 2 - Bushwick, New York",2500,Multi-Family,Listing ID: 3710961,Brooklyn,Elliman,2 Beds, 2 Baths
285,"475 Clermont Avenue, 317 - Fort Greene, New York",2490,Rental,Listing ID: 3788362,Brooklyn,Elliman,Studio, 1 Bath
286,"199 Sterling Street, 2 - Prospect-Lefferts Gardens, New York",2475,Rental,Listing ID: 3482235,Brooklyn,Elliman,3 Beds, 1 Bath
287,"18 Cheever Pl, 3 - Cobble Hill, New York",2475,Multi-Family,Approximate Sq. Feet: 700,Brooklyn,Elliman,1 Bed, 1 Bath
288,"19th Street - Greenwood, New York",2450,Rental,Listing ID: 3860569,Brooklyn,Elliman,1 Bed, 1 Bath
290,"509 Sheffield Avenue, 3 - East New York, New York",2450,Rental,Listing ID: 3844957,Brooklyn,Elliman,3 Beds, 2 Baths
291,"1255 Bushwick Avenue, 6B - Bushwick, New York",2450,Condo,Listing ID: 3860016,Brooklyn,Elliman,1 Bed, 1 Bath
292,"COBBLE HILL TOWERS, 443 Hicks Street, 2G - Cobble Hill, New York",2450,Condo,Listing ID: 3874064,Brooklyn,Elliman,1 Bed, 1 Bath
293,"111 73rd St - Brooklyn Other, New York",2400,House,Approximate Exterior Sq. Ft: 2200 Sq Ft,Brooklyn,Elliman,3 Beds, 1 Bath
294,"111 73rd St - Brooklyn Other, New York",2400,House,Approximate Exterior Sq. Ft: 2200 Sq Ft,Brooklyn,Elliman,3 Beds, 1 Bath
295,"1440 Carroll Street, 2 - Crown Heights, New York",2400,Rental,Listing ID: 3880128,Brooklyn,Elliman,2 Beds, 1 Bath
296,"22nd Street - Sunset Park, New York",2400,Rental,Listing ID: 3866992,Brooklyn,Elliman,1 Bed, 1 Bath
297,"10811 Flatlands 8th Street, 2 - Canarsie, New York",2400,Rental,Listing ID: 3801535,Brooklyn,Elliman,3 Beds, 2 Baths
298,"426 58th Street, 3 - Sunset Park, New York",2400,Rental,Listing ID: 3837843,Brooklyn,Elliman,3 Beds, 1 Bath
299,"1283 Madison Street, 2 - Bushwick, New York",2400,Rental,Listing ID: 3873703,Brooklyn,Elliman,2 Beds, 1 Bath
300,"849 45th Street, 2 - Sunset Park, New York",2400,Rental,Listing ID: 3859857,Brooklyn,Elliman,3 Beds, 1 Bath
301,"863 45th Street, 1 - Sunset Park, New York",2400,Rental,Listing ID: 3859871,Brooklyn,Elliman,3 Beds, 1 Bath
302,"West 9th Street - Red Hook, New York",2400,,Listing ID: 3770475,Brooklyn,Elliman,Studio, 1 Bath
303,"340 Atlantic Avenue, 3L - Boerum Hill, New York",2400,Rental,Approximate Sq. Feet: 800,Brooklyn,Elliman,1 Bed, 1 Bath
304,"222 Columbia Street, 2A - Carroll Gardens, New York",2400,Condo,Approximate Sq. Feet: 825,Brooklyn,Elliman,1 Bed, 1 Bath
305,"212 Linden Boulevard, 5C - Prospect-Lefferts Gardens, New York",2395,,Listing ID: 3883900,Brooklyn,Elliman,1 Bed, 1 Bath
306,"47 South Elliott Pl, 4C - Fort Greene, New York",2360,Rental,Listing ID: 3546399,Brooklyn,Elliman,1 Bed, 1 Bath
307,"Pineapple Street - Brooklyn Heights, New York",2350,Rental,Listing ID: 3861796,Brooklyn,Elliman,Studio, 1 Bath
309,"1664 Atlantic Avenue, 2 - Crown Heights, New York",2325,,Listing ID: 3794450,Brooklyn,Elliman,2 Beds, 1 Bath
310,"3023 Church Avenue, 3 - East Flatbush, New York",2300,Rental,Approximate Sq. Feet: 900,Brooklyn,Elliman,3 Beds, 1 Bath
311,"62 Parrot Pl, 2 - Bay Ridge, New York",2300,Rental,"Approximate Sq. Feet: 1,200",Brooklyn,Elliman,3 Beds, 1 Bath
312,"Chauncey Street - Ocean Hill, New York",2300,Rental,Listing ID: 3794444,Brooklyn,Elliman,2 Beds, 1 Bath
313,"1720 East 14th Street, 4A - Homecrest, New York",2300,Condo,Approximate Sq. Feet: 927,Brooklyn,Elliman,2 Beds, 2 Baths
314,"748 Lafayette Avenue, 1 - Bedford - Stuyvesant, New York",2300,Multi-Family,Listing ID: 3856428,Brooklyn,Elliman,1 Bed, 1 Bath
316,"East 19th Street - Ditmas Park, New York",2255,Rental,Listing ID: 3865559,Brooklyn,Elliman,1 Bed, 1 Bath
317,"381 Macon Street, 3 - Bedford - Stuyvesant, New York",2250,Rental,Listing ID: 2837260,Brooklyn,Elliman,Loft, 2 Beds 
318,"203 17th Street, 26 - Park Slope, New York",2250,Rental,Listing ID: 3786612,Brooklyn,Elliman,2 Beds, 1 Bath
319,"Lefferts Avenue - Prospect-Lefferts Gardens, New York",2250,Rental,Listing ID: 3883371,Brooklyn,Elliman,1 Bed, 1 Bath
320,"Lefferts Avenue - Prospect-Lefferts Gardens, New York",2250,Rental,Listing ID: 3858267,Brooklyn,Elliman,1 Bed, 1 Bath
321,"Rogers Avenue - Crown Heights, New York",2229,Rental,Listing ID: 3880963,Brooklyn,Elliman,1 Bed, 1 Bath
322,"Rogers Avenue - Crown Heights, New York",2229,Rental,Listing ID: 3878605,Brooklyn,Elliman,2 Beds, 1 Bath
323,"581 Wyona Street, 2 - East New York, New York",2200,Rental,"Approximate Sq. Feet: 1,140",Brooklyn,Elliman,3 Beds, 1 Bath
324,"533 Washington Avenue, 3A - Clinton Hill, New York",2200,Rental,Listing ID: 3819661,Brooklyn,Elliman,1 Bed, 1 Bath
326,"76 Rogers Avenue, 2 - Crown Heights, New York",2200,Rental,Approximate Sq. Feet: 760,Brooklyn,Elliman,2 Beds, 1 Bath
327,"Herkimer Street - Bedford - Stuyvesant, New York",2200,Rental,Listing ID: 3860443,Brooklyn,Elliman,1 Bed, 1 Bath
328,"2130 83rd Street, 2 - Bensonhurst, New York",2200,,Listing ID: 3445375,Brooklyn,Elliman,2 Beds, 2 Baths
329,"226 Monroe Street, 1 - Bedford - Stuyvesant, New York",2200,Multi-Family,Listing ID: 3606819,Brooklyn,Elliman,2 Beds, 1 Bath
330,"363 Amboy Street, 1R - Brownsville, New York",2200,Rental,Listing ID: 3841129,Brooklyn,Elliman,2 Beds, 1 Bath
331,"590 Madison Street, 3 - Bedford - Stuyvesant, New York",2200,Rental,Listing ID: 3878055,Brooklyn,Elliman,2 Beds, 1 Bath
332,"168 Wythe Ave, 2 - Brooklyn Other, New York",2200,Rental,Listing ID: 3149683,Brooklyn,Elliman,Studio, 1 Bath
333,"168 Wythe Ave, 2 - Brooklyn Other, New York",2200,Rental,Listing ID: *1351073,Brooklyn,Elliman,Studio, 1 Bath
334,"1700 East 15th Street, 12 - Homecrest, New York",2199,Rental,Listing ID: 3789264,Brooklyn,Elliman,3 Beds, 1 Bath
335,"1170 Ocean Avenue, 6J - Ditmas Park, New York",2175,"Rental, Doorman",Listing ID: 3860454,Brooklyn,Elliman,1 Bed, 1 Bath
336,"361 Sterling Pl, 403 - Prospect Heights, New York",2175,Cooperative,Listing ID: 3889848,Brooklyn,Elliman,Studio, 1 Bath
337,"20 Schaefer Street, 1 - Bushwick, New York",2150,Rental,Approximate Sq. Feet: 820,Brooklyn,Elliman,2 Beds, 1 Bath
338,"215 Bay Ridge Avenue, 2 - Bay Ridge, New York",2150,Multi-Family,Approximate Sq. Feet: 850,Brooklyn,Elliman,2 Beds, 1 Bath
340,"213 31st Street, 1 - Greenwood, New York",2150,Multi-Family,Listing ID: 3774774,Brooklyn,Elliman,1 Bed, 1 Bath
341,"Cranberry Street - Brooklyn Heights, New York",2149,"Rental, Doorman",Listing ID: 3890785,Brooklyn,Elliman,Studio, 1 Bath
342,"Cranberry Street - Brooklyn Heights, New York",2106,"Rental, Doorman",Listing ID: 3890784,Brooklyn,Elliman,Studio, 1 Bath
343,"267 71st Street, 2 - Bay Ridge, New York",2100,Rental,Listing ID: 3855970,Brooklyn,Elliman,2 Beds, 1 Bath
344,"Bedford Avenue - Crown Heights, New York",2100,Multi-Family,Listing ID: 3881807,Brooklyn,Elliman,1 Bed, 1 Bath
345,"null, 16 Morgan Avenue, 2R - East Williamsburg, New York",2100,Condo,Listing ID: 3848630,Brooklyn,Elliman,1 Bed, 1 Bath
346,"Suydam Street - Bushwick, New York",2100,Rental,Listing ID: 3875515,Brooklyn,Elliman,2 Beds, 1 Bath
347,"212 Linden Boulevard, 3D - Prospect-Lefferts Gardens, New York",2095,,Approximate Exterior Sq. Ft: 100,Brooklyn,Elliman,1 Bed, 1 Bath
348,"564 Vanderbilt Avenue, 1R - Prospect Heights, New York",2027,,Listing ID: 3892173,Brooklyn,Elliman,1 Bed, 1 Bath
349,"805 St Marks Avenue, D3I - Crown Heights, New York",2025,Rental,Approximate Sq. Feet: 323,Brooklyn,Elliman,Studio, 1 Bath
350,"627 Jefferson Avenue, 3 - Bedford - Stuyvesant, New York",2000,Rental,Listing ID: 3881571,Brooklyn,Elliman,2 Beds, 1 Bath
351,"116 South 1st Street, 21 - Williamsburg, New York",2000,Rental,Listing ID: 3892849,Brooklyn,Elliman,Studio, 1 Bath
352,"166 State Street, 1A - Brooklyn Heights, New York",2000,Cooperative,Listing ID: 3883459,Brooklyn,Elliman,1 Bed, 1 Bath
354,"148 29th Street, 2 - Greenwood, New York",2000,Multi-Family,Approximate Sq. Feet: 650,Brooklyn,Elliman,2 Beds, 1 Bath
355,"412 East 54th Street, 2 - East Flatbush, New York",1999,Rental,Listing ID: 3889002,Brooklyn,Elliman,2 Beds, 1 Bath
356,"1893 Bergen Street, 3 - Crown Heights, New York",1999,Rental,Listing ID: 3731441,Brooklyn,Elliman,2 Beds, 1 Bath
357,"626 Lincoln Pl, 3C - Crown Heights, New York",1999,Rental,Listing ID: 3869715,Brooklyn,Elliman,1 Bed, 1 Bath
358,"1158 Myrtle Avenue, 2 - Brooklyn Other, New York",1995,,Listing ID: 3877316,Brooklyn,Elliman,1 Bed, 1 Bath
359,"921 East 96th Street, 3 - Canarsie, New York",1990,Multi-Family,Listing ID: 3644310,Brooklyn,Elliman,2 Beds, 1 Bath
360,"353 Flatbush Avenue, 2F - Park Slope, New York",1950,Rental,Listing ID: 3866680,Brooklyn,Elliman,1 Bed, 1 Bath
361,"221 Van Brunt Street, 3B - Red Hook, New York",1950,Rental,Approximate Sq. Feet: 570,Brooklyn,Elliman,1 Bed, 1 Bath
362,"2323 64th Street, 2 - Bensonhurst, New York",1900,Rental,Listing ID: 3874639,Brooklyn,Elliman,2 Beds, 1 Bath
363,"76 Rogers Avenue, 1 - Crown Heights, New York",1900,Rental,Approximate Sq. Feet: 756,Brooklyn,Elliman,1 Bed, 1 Bath
364,"518 Bainbridge Street, 3B - Bedford - Stuyvesant, New York",1900,Rental,Listing ID: 3799427,Brooklyn,Elliman,1 Bed, 1 Bath
365,"148 29th Street, 1 - Greenwood, New York",1900,Multi-Family,Approximate Sq. Feet: 650,Brooklyn,Elliman,1 Bed, 1 Bath
366,"Bergen Street - Crown Heights, New York",1860,Rental,Listing ID: 3860431,Brooklyn,Elliman,1 Bed, 1 Bath
367,"939 Sterling Pl, A4 - Crown Heights, New York",1850,Rental,Listing ID: 3494800,Brooklyn,Elliman,1 Bed, 1 Bath
368,"3400 Snyder Avenue, 5V - Flatbush, New York",1850,Cooperative,Listing ID: 3883278,Brooklyn,Elliman,1 Bed, 1 Bath
369,"Bergen Street - Crown Heights, New York",1840,Rental,Listing ID: 3860429,Brooklyn,Elliman,1 Bed, 1 Bath
370,"156 Macon Street, 4B - Bedford - Stuyvesant, New York",1800,Condo,Approximate Sq. Feet: 372,Brooklyn,Elliman,1 Bed, 1 Bath
371,"518 Bainbridge Street, 2A - Bedford - Stuyvesant, New York",1800,Rental,Listing ID: 3857404,Brooklyn,Elliman,1 Bed, 1 Bath
372,"2950 Nostrand Avenue, 1 - Midwood, New York",1750,Multi-Family,Listing ID: 3883453,Brooklyn,Elliman,1 Bed, 1 Bath
373,"960 Sterling Pl, 1K - Crown Heights, New York",1750,Cooperative,Listing ID: 3854928,Brooklyn,Elliman,Studio, 1 Bath
374,"791 Sterling Pl, B7 - Crown Heights, New York",1750,Rental,Listing ID: 3885391,Brooklyn,Elliman,1 Bed, 1 Bath
375,"74 Gatling Pl, 3H - Bay Ridge, New York",1750,Rental,Listing ID: 3879870,Brooklyn,Elliman,1 Bed, 1 Bath
376,"201 Richards Street, 16 - Red Hook, New York",1750,Rental,Listing ID: 3668854,Brooklyn,Elliman,Studio,
377,"Brighton 15th Street - Brighton Beach, New York",1725,Rental,Listing ID: 3869844,Brooklyn,Elliman,1 Bed, 1 Bath
378,"860 Nostrand Avenue, 1 - Crown Heights, New York",1725,Rental,Listing ID: 3882670,Brooklyn,Elliman,1 Bed, 1 Bath
379,"null, 1402 Cortelyou Rd, 3 - Ditmas Park, New York",1700,Condo,Listing ID: 3869903,Brooklyn,Elliman,1 Bed, 1 Bath
380,"495 East 7th Street, 4D - Kensington, New York",1700,Cooperative,Approximate Sq. Feet: 700,Brooklyn,Elliman,1 Bed, 1 Bath
381,"402 Bayridge Pkwy, 35 - Bay Ridge, New York",1675,Rental,Listing ID: 3864969,Brooklyn,Elliman,1 Bed, 1 Bath
382,"3400 Snyder Avenue, 4D - Flatbush, New York",1650,Cooperative,Listing ID: 3886544,Brooklyn,Elliman,Studio, 1 Bath
383,"Brighton 15th Street - Brighton Beach, New York",1600,Rental,Listing ID: 3869843,Brooklyn,Elliman,Studio, 1 Bath
384,"1700 East 15th Street, 7 - Homecrest, New York",1569,Rental,Listing ID: 3789291,Brooklyn,Elliman,1 Bed, 1 Bath
385,"1934 BATH Avenue, 3R - Bensonhurst, New York",1500,Rental,Approximate Sq. Feet: 700,Brooklyn,Elliman,1 Bed, 1 Bath
386,"157 Bay 23rd Street, 3 - Bensonhurst, New York",1495,Rental,Approximate Sq. Feet: 650,Brooklyn,Elliman,1 Bed, 1 Bath
387,"33 Linden Boulevard, E9 - Prospect Park South, New York",1475,Rental,Listing ID: 3490926,Brooklyn,Elliman,Studio, 1 Bath
395,"179 27 Street - Brooklyn Other, New York",1099000,Rental,Approximate Exterior Sq. Ft: 2000 Sq Ft,Brooklyn,Elliman,Studio,
396,"928 Winthrop Street - Crown Heights, New York",849000,Rental,Listing ID: 427738,Brooklyn,Elliman,Studio,
397,"East Flatbush, New York",250000,Rental,"Approximate Sq. Feet: 5,600 | Approximate Exterior Sq. Ft: 8000 Sq Ft",Brooklyn,Elliman,Studio,
398,"203-209 North 11th Street, BUILDING - Williamsburg, New York",55000,,"Approximate Sq. Feet: 10,000",Brooklyn,Elliman,Studio, 1 Bath
399,"360 Furman Street, 1216 - Brooklyn Heights, New York",45000,"Condo, Doorman","Approximate Sq. Feet: 8,500",Brooklyn,Elliman,5 Beds, 5 Baths
400,"236 North 12th Street, COMBO - Williamsburg, New York",32000,Rental,"Approximate Sq. Feet: 5,500",Brooklyn,Elliman,Studio, 2 Baths
401,"356 Bedford Avenue, COMMERCIAL - Williamsburg, New York",29500,Condo,"Approximate Sq. Feet: 3,255",Brooklyn,Elliman,Studio,
402,"Pierhouse at Brooklyn Bridge, 90 Furman Street, N400 - Brooklyn Heights, New York",28000,"Condo, Doorman","Approximate Sq. Feet: 4,311",Brooklyn,Elliman,4 Beds, 3 Baths
403,"212 Fifth Avenue, 16B - Park Slope, New York",27500,Rental,"Approximate Sq. Feet: 3,078",Brooklyn,Elliman,3 Beds, 3 Baths 
404,"203-209 North 11th Street, COMMERCIAL - Williamsburg, New York",25000,,"Approximate Sq. Feet: 5,000",Brooklyn,Elliman,Studio, 1 Bath
405,"360 Furman Street, 1126 - Brooklyn Heights, New York",24000,"Condo, Doorman","Approximate Sq. Feet: 5,000",Brooklyn,Elliman,5 Beds, 5 Baths
406,"850 3rd Avenue, 1 - Sunset Park, New York",23000,Rental,Listing ID: 427649,Brooklyn,Elliman,Studio,
407,"1929-1931 86 Street, 1/FL - Bensonhurst, New York",20800,Rental,"Approximate Sq. Feet: 4,000 | Approximate Exterior Sq. Ft: 4000 Sq Ft",Brooklyn,Elliman,Studio,
