,Address,Price,Boro,Bed,Bath,Rental,Agency,Neighborhood
3126,Fourth Avenue,3300,Manhattan,Studio, 1 Bath , 475 Sq. Ft. / Rental,Corcoran,East Village
3127,East 57th Street,10000,Manhattan,2 Beds, 2 Baths ," 1,800 Sq. Ft. / Co-op",Corcoran,Sutton Area
3128,East 82nd Street,3600,Manhattan,1 Bed, 1 Bath , 896 Sq. Ft. / Rental,Corcoran,Upper East Side
3129,ST NICHOLAS Avenue,2495,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Harlem
3131,"311 East 25th Street, Apt. 5B",2200,Manhattan,Studio, 1 Bath , Co-op,Corcoran,Murray Hill
3132,"180 West 20th Street, Apt. 4-G",4490,Manhattan,Studio, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Chelsea
3132,"180 West 20th Street, Apt. 4-G",4490,Manhattan,Studio, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Hudson Yards
3133,"180 West 20th Street, Apt. 5-B",4700,Manhattan,Studio, 1 Bath , 570 Sq. Ft. / Rental,Corcoran,Chelsea
3133,"180 West 20th Street, Apt. 5-B",4700,Manhattan,Studio, 1 Bath , 570 Sq. Ft. / Rental,Corcoran,Hudson Yards
3134,Avenue D,3000,Manhattan,Studio, 1 Bath , 451 Sq. Ft. / Rental,Corcoran,East Village
3135,"400 West 25th Street, Apt. 5",2765,Manhattan,Studio, 1 Bath , Rental,Corcoran,Chelsea
3135,"400 West 25th Street, Apt. 5",2765,Manhattan,Studio, 1 Bath , Rental,Corcoran,Hudson Yards
3136,"250 West 72nd Street, Apt. 3-C",1950,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper West Side
3137,"534 West 50th Street, Apt. 5C",2750,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Midtown West
3138,West 84th Street,2995,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper West Side
3139,"400 East 57th Street, Apt. 6R",4100,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Sutton Area
3140,"226 West 26TH Street, Apt. C1",3750,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Chelsea
3140,"226 West 26TH Street, Apt. C1",3750,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Hudson Yards
3141,"165 Mulberry Street, Apt. 11",4990,Manhattan,3 Beds, 1 Bath , Rental,Corcoran,Chinatown
3142,West 33rd Street,4700,Manhattan,2 Beds, 2 Baths , Condo,Corcoran,Chelsea
3142,West 33rd Street,4700,Manhattan,2 Beds, 2 Baths , Condo,Corcoran,Hudson Yards
3143,Seventh Avenue,5250,Manhattan,1 Bed, 1 Bath , 720 Sq. Ft. / Rental,Corcoran,Chelsea
3143,Seventh Avenue,5250,Manhattan,1 Bed, 1 Bath , 720 Sq. Ft. / Rental,Corcoran,Hudson Yards
3144,"525 West 175th Street, Apt. 55",2100,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Washington Heights
3145,"400 Chambers Street, Apt. 26-K",6200,Manhattan,2 Beds, 1 Bath , 805 Sq. Ft. / Rental,Corcoran,Battery Park City
3146,West 127th Street,3395,Manhattan,4 Beds, 1 Bath , Rental,Corcoran,Harlem
3147,East 44th Street,4360,Manhattan,Studio, 1 Bath , Rental,Corcoran,Midtown East
3148,"10 West 65th Street, Apt. 6H",5900,Manhattan,1 Bed, 1 Bath , 908 Sq. Ft. / Rental,Corcoran,Upper West Side
3151,East 42nd Street,2350,Manhattan,Studio, 1 Bath , 385 Sq. Ft. / Co-op,Corcoran,Murray Hill
3152,"88 Leonard Street, Apt. PH-A4",11650,Manhattan,3 Beds, 3 Baths , Rental,Corcoran,Tribeca
3153,"560 West 43rd Street, Apt. 41-B",6900,Manhattan,2 Beds, 2 Baths , 978 Sq. Ft. / Rental,Corcoran,Clinton
3154,"105 Duane Street, Apt. 18H",4450,Manhattan,Studio, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Tribeca
3155,"130 West 15th Street, Apt. 9-E",5800,Manhattan,1 Bed, 1 Bath , 690 Sq. Ft. / Rental,Corcoran,Chelsea
3155,"130 West 15th Street, Apt. 9-E",5800,Manhattan,1 Bed, 1 Bath , 690 Sq. Ft. / Rental,Corcoran,Hudson Yards
3156,"120 West 21st Street, Apt. 816",4500,Manhattan,Studio, 1 Bath , 580 Sq. Ft. / Rental,Corcoran,Chelsea
3156,"120 West 21st Street, Apt. 816",4500,Manhattan,Studio, 1 Bath , 580 Sq. Ft. / Rental,Corcoran,Hudson Yards
3157,"271 West 47th Street, Apt. 47-B",5400,Manhattan,2 Beds, 2 Baths , 945 Sq. Ft. / Rental,Corcoran,Midtown West
3158,"535 West 23rd Street, Apt. S6Q",5990,Manhattan,1 Bed, 1 Bath , 700 Sq. Ft. / Rental,Corcoran,Chelsea
3158,"535 West 23rd Street, Apt. S6Q",5990,Manhattan,1 Bed, 1 Bath , 700 Sq. Ft. / Rental,Corcoran,Hudson Yards
3159,"500 West 56th Street, Apt. 1005",3990,Manhattan,Studio, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Midtown West
3160,"210 West 70th Street, Apt. 1502",4750,Manhattan,1 Bed, 1 Bath , 600 Sq. Ft. / Rental,Corcoran,Upper West Side
3161,East 35th Street,2850,Manhattan,Studio, 1 Bath , 550 Sq. Ft. / Co-op,Corcoran,Murray Hill
3163,"200 East 11th Street, Apt. 903",4300,Manhattan,Studio, 1 Bath , 400 Sq. Ft. / Rental,Corcoran,East Village
3164,"53 Park Place, Apt. 2-G",4490,Manhattan,1 Bed, 1 Bath , 622 Sq. Ft. / Rental,Corcoran,Tribeca
3165,"205 East 92nd Street, Apt. 15-G",5990,Manhattan,1 Bed, 1 Bath , 740 Sq. Ft. / Condo,Corcoran,Upper East Side
3166,"200 East 82nd Street, Apt. 24-E",3500,Manhattan,Studio, 1 Bath , 428 Sq. Ft. / Rental,Corcoran,Upper East Side
3167,"240 East 27th Street, Apt. 8-E",4450,Manhattan,1 Bed, 1 Bath , 600 Sq. Ft. / Rental,Corcoran,Murray Hill
3168,"290 Third Avenue, Apt. 8-E",4300,Manhattan,Studio, 1 Bath , 465 Sq. Ft. / Rental,Corcoran,Gramercy
3169,"1 Union Square South, Apt. 21B",4900,Manhattan,Studio, 1 Bath , 562 Sq. Ft. / Rental,Corcoran,Greenwich Village
3170,"235 West 48th Street, Apt. 19-A",4000,Manhattan,Studio, 1 Bath , 425 Sq. Ft. / Rental,Corcoran,Midtown West
3171,"66 West 77th Street, Apt. 67",5995,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Upper West Side
3172,East 91ST Street,5000,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Upper East Side
3173,Wall Street,3500,Manhattan,Studio, 1 Bath , 658 Sq. Ft. / Condo,Corcoran,Financial District
3174,West 57th Street,3599,Manhattan,1 Bed, 1 Bath , 825 Sq. Ft. / Co-op,Corcoran,Midtown West
3176,East 69th Street,2450,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper East Side
3177,East 95th Street,3300,Manhattan,1 Bed, 1 Bath , 703 Sq. Ft. / Condo,Corcoran,Upper East Side
3178,"400 Chambers Street, Apt. 18M",4490,Manhattan,Studio, 1 Bath , 555 Sq. Ft. / Rental,Corcoran,Battery Park City
3179,1ST Avenue,3000,Manhattan,Studio, 1 Bath , Condo/Co-op,Corcoran,Midtown East
3180,"308 East 38th Street, Apt. 19B",4990,Manhattan,1 Bed, 1 Bath , 890 Sq. Ft. / Condo,Corcoran,Murray Hill
3181,"10 East 29th Street, Apt. 4-G",7500,Manhattan,2 Beds, 2 Baths , 833 Sq. Ft. / Rental,Corcoran,Flatiron
3182,East 29th Street,4895,Manhattan,1 Bed, 1 Bath , 624 Sq. Ft. / Rental,Corcoran,Flatiron
3183,West 16th Street,7650,Manhattan,2 Beds, 2 Baths , 972 Sq. Ft. / Condo/Co-op,Corcoran,Chelsea
3183,West 16th Street,7650,Manhattan,2 Beds, 2 Baths , 972 Sq. Ft. / Condo/Co-op,Corcoran,Hudson Yards
3184,"1224 Saint Nicholas Avenue, Apt. 6G",1553,Manhattan,Studio, 1 Bath , Rental,Corcoran,Washington Heights
3185,West Broadway,13000,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Soho
3185,West Broadway,13000,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Nolita
3186,West 33rd Street,3700,Manhattan,1 Bed, 1 Bath , Condo,Corcoran,Chelsea
3186,West 33rd Street,3700,Manhattan,1 Bed, 1 Bath , Condo,Corcoran,Hudson Yards
3187,"2165 2ND Avenue, Apt. 4N",2575,Manhattan,2 Beds, 1 Bath , 900 Sq. Ft. / Rental,Corcoran,East Harlem
3188,Franklin Place,10000,Manhattan,2 Beds, 2 Baths ," 1,552 Sq. Ft. / Condo",Corcoran,Tribeca
3189,West 34th Street,2550,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Co-op,Corcoran,Chelsea
3189,West 34th Street,2550,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Co-op,Corcoran,Hudson Yards
3190,Sixth Avenue,5400,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Midtown West
3191,"210 Ave B, Apt. 4N",5000,Manhattan,3 Beds, 1 Bath , Rental,Corcoran,East Village
3192,Franklin Place,10000,Manhattan,2 Beds, 2 Baths ," 1,552 Sq. Ft. / Condo",Corcoran,Tribeca
3193,"400 Chambers Street, Apt. 18M",4490,Manhattan,Studio, 1 Bath , 555 Sq. Ft. / Rental,Corcoran,Battery Park City
3194,West Broadway,13000,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Soho
3194,West Broadway,13000,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Nolita
3195,East 95th Street,3300,Manhattan,1 Bed, 1 Bath , 703 Sq. Ft. / Condo,Corcoran,Upper East Side
3196,West 34th Street,2550,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Co-op,Corcoran,Chelsea
3196,West 34th Street,2550,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Co-op,Corcoran,Hudson Yards
3197,"10 West 65th Street, Apt. 4J",5800,Manhattan,1 Bed, 1 Bath , 918 Sq. Ft. / Rental,Corcoran,Upper West Side
3198,Irving Place,4500,Manhattan,1 Bed, 1 Bath , 720 Sq. Ft. / Condo,Corcoran,Gramercy
3199,"300 East 23rd Street, Apt. 5",4275,Manhattan,1 Bed, 1 Bath , 717 Sq. Ft. / Condo,Corcoran,Gramercy
3200,"360 East 65th Street, Apt. 7-G",4800,Manhattan,1 Bed, 1 Bath , 756 Sq. Ft. / Rental,Corcoran,Upper East Side
3203,"364 West 18th Street, Apt. 4-B",4990,Manhattan,1 Bed, 1 Bath , 772 Sq. Ft. / Rental,Corcoran,Chelsea
3203,"364 West 18th Street, Apt. 4-B",4990,Manhattan,1 Bed, 1 Bath , 772 Sq. Ft. / Rental,Corcoran,Hudson Yards
3204,"290 Third Avenue, Apt. 28-D",5900,Manhattan,1 Bed, 1 Bath , 522 Sq. Ft. / Rental,Corcoran,Gramercy
3205,"560 West 43rd Street, Apt. PH44D",6900,Manhattan,2 Beds, 2 Baths , 981 Sq. Ft. / Rental,Corcoran,Clinton
3206,"271 West 47th Street, Apt. 32-F",5900,Manhattan,2 Beds, 2 Baths ," 1,000 Sq. Ft. / Rental",Corcoran,Midtown West
3207,"500 West 30th Street, Apt. 12H",4400,Manhattan,1 Bed, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Chelsea
3207,"500 West 30th Street, Apt. 12H",4400,Manhattan,1 Bed, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Hudson Yards
3208,"450 West 42nd Street, Apt. 20-Q",4700,Manhattan,1 Bed, 1 Bath , 750 Sq. Ft. / Rental,Corcoran,Clinton
3209,"450 West 17th Street, Apt. 703",4500,Manhattan,Studio, 1 Bath , 500 Sq. Ft. / Condo,Corcoran,Chelsea
3209,"450 West 17th Street, Apt. 703",4500,Manhattan,Studio, 1 Bath , 500 Sq. Ft. / Condo,Corcoran,Hudson Yards
3210,West 94th Street,4900,Manhattan,1 Bed, 1 Bath , 730 Sq. Ft. / Rental,Corcoran,Upper West Side
3211,"63 Wall Street, Apt. 1805",4000,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Financial District
3212,"1 West Street, Apt. 2911",4300,Manhattan,1 Bed, 1 Bath , 682 Sq. Ft. / Rental,Corcoran,Financial District
3213,"10 Hanover Square, Apt. 9-H",5000,Manhattan,1 Bed, 1 Bath , 667 Sq. Ft. / Rental,Corcoran,Financial District
3214,"55 West 26th Street, Apt. 18-J",5000,Manhattan,1 Bed, 1 Bath , 616 Sq. Ft. / Rental,Corcoran,Chelsea
3214,"55 West 26th Street, Apt. 18-J",5000,Manhattan,1 Bed, 1 Bath , 616 Sq. Ft. / Rental,Corcoran,Hudson Yards
3215,"50 Murray Street, Apt. 1707",5700,Manhattan,1 Bed, 1 Bath , 665 Sq. Ft. / Rental,Corcoran,Tribeca
3216,West 57th Street,11500,Manhattan,2 Beds, 2 Baths ," 1,600 Sq. Ft. / Condo",Corcoran,Midtown West
3217,"100 West 113th Street, Apt. 1",2500,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Harlem
3218,"201 West 76TH Street, Apt. 304",1850,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper West Side
3219,"350 West 42nd Street, Apt. 38E",4300,Manhattan,1 Bed, 1 Bath , 778 Sq. Ft. / Condo,Corcoran,Clinton
3220,"358 West 47th Street, Apt. 3W",2400,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Midtown West
3221,"210 Ave B, Apt. 2S",4400,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,East Village
3222,"401 East 34th Street, Apt. S-11L",3990,Manhattan,1 Bed, 1 Bath , 683 Sq. Ft. / Rental,Corcoran,Murray Hill
3223,"401 East 34th Street, Apt. S-19G",4600,Manhattan,1 Bed, 1 Bath , 636 Sq. Ft. / Rental,Corcoran,Murray Hill
3225,"488 Seventh Avenue, Apt. 10-F",3400,Manhattan,1 Bed, 1 Bath , 400 Sq. Ft. / Rental,Corcoran,Midtown West
3226,"220 West 14th Street, Apt. 2B",3700,Manhattan,Studio, 1 Bath , 400 Sq. Ft. / Rental,Corcoran,Chelsea
3226,"220 West 14th Street, Apt. 2B",3700,Manhattan,Studio, 1 Bath , 400 Sq. Ft. / Rental,Corcoran,Hudson Yards
3227,West 20th Street,6195,Manhattan,2 Beds, 2 Baths , 980 Sq. Ft. / Rental,Corcoran,Chelsea
3227,West 20th Street,6195,Manhattan,2 Beds, 2 Baths , 980 Sq. Ft. / Rental,Corcoran,Hudson Yards
3228,West 56th Street,2800,Manhattan,1 Bed, 1 Bath , 600 Sq. Ft. / Condo,Corcoran,Midtown West
3229,Central Park West,4200,Manhattan,1 Bed, 1 Bath , 850 Sq. Ft. / Rental,Corcoran,Upper West Side
3230,"10 East 29th Street, Apt. 6-H",4200,Manhattan,Studio, 1 Bath , 442 Sq. Ft. / Rental,Corcoran,Flatiron
3231,West 52nd Street,4600,Manhattan,1 Bed, 1 Bath , 789 Sq. Ft. / Condo,Corcoran,Midtown West
3232,"330 East 49th Street, Apt. 5H",2500,Manhattan,Studio, 1 Bath , 430 Sq. Ft. / Condo,Corcoran,Midtown East
3233,East 72nd Street,3200,Manhattan,Studio, 1 Bath , Condo,Corcoran,Upper East Side
3234,"101 West 15th Street, Apt. 207",4800,Manhattan,Studio, 1 Bath , 490 Sq. Ft. / Rental,Corcoran,Chelsea
3234,"101 West 15th Street, Apt. 207",4800,Manhattan,Studio, 1 Bath , 490 Sq. Ft. / Rental,Corcoran,Hudson Yards
3235,East 30th Street,8700,Manhattan,3 Beds, 2 Baths ," 1,575 Sq. Ft. / Condo",Corcoran,Murray Hill
3236,West 37th Street,3395,Manhattan,Studio, 1 Bath , 850 Sq. Ft. / Rental,Corcoran,Clinton
3237,"90 Washington Street, Apt. 9G",3600,Manhattan,Studio, 1 Bath , 591 Sq. Ft. / Rental,Corcoran,Financial District
3238,West 18th Street,9000,Manhattan,2 Beds, 2 Baths ," 1,300 Sq. Ft. / Condo",Corcoran,Chelsea
3238,West 18th Street,9000,Manhattan,2 Beds, 2 Baths ," 1,300 Sq. Ft. / Condo",Corcoran,Hudson Yards
3239,West 100th Street,2750,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper West Side
3240,"146 West 57th Street, Apt. 46E",3850,Manhattan,1 Bed, 1 Bath , 782 Sq. Ft. / Condo,Corcoran,Midtown West
3241,"189 West 89th Street, Apt. 12-N",4800,Manhattan,1 Bed, 1 Bath , 652 Sq. Ft. / Rental,Corcoran,Upper West Side
3242,"189 West 89th Street, Apt. 12-H",4000,Manhattan,Studio, 1 Bath , 470 Sq. Ft. / Rental,Corcoran,Upper West Side
3243,"108 West 15th Street, Apt. 3-F",4900,Manhattan,1 Bed, 1 Bath , 725 Sq. Ft. / Rental,Corcoran,Chelsea
3243,"108 West 15th Street, Apt. 3-F",4900,Manhattan,1 Bed, 1 Bath , 725 Sq. Ft. / Rental,Corcoran,Hudson Yards
3244,"520 Second Avenue, Apt. 18E",4490,Manhattan,1 Bed, 1 Bath , 670 Sq. Ft. / Rental,Corcoran,Murray Hill
3245,"41 Park Avenue, Apt. 4-A",4900,Manhattan,1 Bed, 1 Bath , 700 Sq. Ft. / Rental,Corcoran,Murray Hill
3246,"41 Park Avenue, Apt. 3-G",4000,Manhattan,Studio, 1 Bath , 465 Sq. Ft. / Rental,Corcoran,Murray Hill
3247,"100 John Street, Apt. 1607",3800,Manhattan,Studio, 1 Bath , 564 Sq. Ft. / Rental,Corcoran,Financial District
3248,"271 West 47th Street, Apt. 45G",4000,Manhattan,1 Bed, 1 Bath , 720 Sq. Ft. / Rental,Corcoran,Midtown West
3249,"271 West 47th Street, Apt. 47-C",3800,Manhattan,Studio, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Midtown West
3252,West 48th Street,4900,Manhattan,1 Bed, 1 Bath , 725 Sq. Ft. / Rental,Corcoran,Midtown West
3253,"141 East 33rd Street, Apt. 16-A",3500,Manhattan,Studio, 1 Bath , 400 Sq. Ft. / Rental,Corcoran,Murray Hill
3254,"55 West 26th Street, Apt. 14-F",7500,Manhattan,2 Beds, 2 Baths ," 1,082 Sq. Ft. / Rental",Corcoran,Chelsea
3254,"55 West 26th Street, Apt. 14-F",7500,Manhattan,2 Beds, 2 Baths ," 1,082 Sq. Ft. / Rental",Corcoran,Hudson Yards
3255,"21 West 86th Street, Apt. 14-B",6300,Manhattan,1 Bed, 1 Bath , 712 Sq. Ft. / Rental,Corcoran,Upper West Side
3256,"520 West 43rd Street, Apt. 30-K",6900,Manhattan,2 Beds, 2 Baths , 850 Sq. Ft. / Rental,Corcoran,Clinton
3257,"210 West 70th Street, Apt. 1106",7800,Manhattan,2 Beds, 2 Baths ," 1,000 Sq. Ft. / Rental",Corcoran,Upper West Side
3258,"501 West 30th Street, Apt. 69D",18000,Manhattan,2 Beds, 2 Baths ," 1,783 Sq. Ft. / Condo",Corcoran,Chelsea
3258,"501 West 30th Street, Apt. 69D",18000,Manhattan,2 Beds, 2 Baths ," 1,783 Sq. Ft. / Condo",Corcoran,Hudson Yards
3259,Central Park West,8000,Manhattan,1 Bed, 2 Baths ," 1,291 Sq. Ft. / Condo",Corcoran,Upper West Side
3260,Claremont Avenue,3100,Manhattan,3 Beds, 2 Baths , Rental,Corcoran,Morningside Heights
3261,"420 East 80th Street, Apt. 8E",4100,Manhattan,1 Bed, 1 Bath , 619 Sq. Ft. / Rental,Corcoran,Upper East Side
3262,"560 West 43rd Street, Apt. 22-G",4300,Manhattan,1 Bed, 1 Bath , 681 Sq. Ft. / Rental,Corcoran,Clinton
3263,"488 Seventh Avenue, Apt. 9G",3900,Manhattan,1 Bed, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Midtown West
3264,"488 Seventh Avenue, Apt. 2H",3400,Manhattan,Studio, 1 Bath , 410 Sq. Ft. / Rental,Corcoran,Midtown West
3265,East 81st Street,1800,Manhattan,Studio, 1 Bath , Co-op,Corcoran,Upper East Side
3266,West 21st Street,2850,Manhattan,Studio, 1 Bath , Rental,Corcoran,Chelsea
3266,West 21st Street,2850,Manhattan,Studio, 1 Bath , Rental,Corcoran,Hudson Yards
3267,Haven Avenue,1825,Manhattan,Studio, 1 Bath , Co-op,Corcoran,Washington Heights
3268,"400 East 84th Street, Apt. 15-D",5000,Manhattan,1 Bed, 1 Bath , 700 Sq. Ft. / Rental,Corcoran,Upper East Side
3269,"400 East 84th Street, Apt. 11-D",5200,Manhattan,1 Bed, 1 Bath , 700 Sq. Ft. / Rental,Corcoran,Upper East Side
3270,Avenue D,4000,Manhattan,1 Bed, 1 Bath , 609 Sq. Ft. / Rental,Corcoran,East Village
3271,East 31ST Street,2395,Manhattan,Studio, 1 Bath , Rental,Corcoran,Murray Hill
3272,West Broadway,10000,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Soho
3272,West Broadway,10000,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Nolita
3273,"400 Chambers Street, Apt. 28-K",6300,Manhattan,2 Beds, 1 Bath , 850 Sq. Ft. / Rental,Corcoran,Battery Park City
3274,"400 Chambers Street, Apt. PH-C",4500,Manhattan,1 Bed, 1 Bath , 555 Sq. Ft. / Rental,Corcoran,Battery Park City
3275,"209 Mulberry Street, Apt. 2D",6100,Manhattan,2 Beds, 1 Bath , 650 Sq. Ft. / Rental,Corcoran,Soho
3275,"209 Mulberry Street, Apt. 2D",6100,Manhattan,2 Beds, 1 Bath , 650 Sq. Ft. / Rental,Corcoran,Nolita
3276,"965 Amsterdam Avenue, Apt. 6-C",3150,Manhattan,2 Beds, 1 Bath , 725 Sq. Ft. / Rental,Corcoran,Morningside Heights
3277,"660 Riverside Drive, Apt. 1B",2150,Manhattan,1 Bed, 1 Bath , 513 Sq. Ft. / Condo,Corcoran,Hamilton Heights
3278,Park Avenue,35000,Manhattan,4 Beds, 3 Baths ," 3,226 Sq. Ft. / Condo",Corcoran,Carnegie Hill
3279,"5 Beekman Street, Apt. 30A",10000,Manhattan,2 Beds, 2 Baths ," 1,395 Sq. Ft. / Condo",Corcoran,Financial District
3280,"605 West 137th Street, Apt. 5",3950,Manhattan,3 Beds, 1 Bath ," 1,154 Sq. Ft. / Rental",Corcoran,Harlem
3281,"11 East 1st Street, Apt. 317",5800,Manhattan,1 Bed, 1 Bath , 702 Sq. Ft. / Rental,Corcoran,East Village
3283,"400 Fifth Avenue, Apt. 40AB",8450,Manhattan,2 Beds, 2 Baths ," 1,657 Sq. Ft. / Condo",Corcoran,Midtown West
3284,"227 Mulberry Street, Apt. PHF",6295,Manhattan,1 Bed, 2 Baths , Rental,Corcoran,Soho
3284,"227 Mulberry Street, Apt. PHF",6295,Manhattan,1 Bed, 2 Baths , Rental,Corcoran,Nolita
3285,East 11th Street,2995,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,East Village
3286,"271 West 47th Street, Apt. 50-G",4000,Manhattan,1 Bed, 1 Bath , 700 Sq. Ft. / Rental,Corcoran,Midtown West
3287,"120 West 21st Street, Apt. 606",5900,Manhattan,1 Bed, 1 Bath , 633 Sq. Ft. / Rental,Corcoran,Chelsea
3287,"120 West 21st Street, Apt. 606",5900,Manhattan,1 Bed, 1 Bath , 633 Sq. Ft. / Rental,Corcoran,Hudson Yards
3288,"245 East 40th Street, Apt. 33-G",4000,Manhattan,Studio, 1 Bath , 532 Sq. Ft. / Rental,Corcoran,Murray Hill
3289,"290 Third Avenue, Apt. 23-D",5995,Manhattan,1 Bed, 1 Bath , 522 Sq. Ft. / Rental,Corcoran,Gramercy
3290,"75 Wall Street, Apt. 24-G",4890,Manhattan,1 Bed, 1 Bath , 653 Sq. Ft. / Condo,Corcoran,Financial District
3291,"108 West 15th Street, Apt. 5-G",5500,Manhattan,1 Bed, 1 Bath , 595 Sq. Ft. / Rental,Corcoran,Chelsea
3291,"108 West 15th Street, Apt. 5-G",5500,Manhattan,1 Bed, 1 Bath , 595 Sq. Ft. / Rental,Corcoran,Hudson Yards
3292,"101 West 24th Street, Apt. 7A",5200,Manhattan,1 Bed, 1 Bath , 830 Sq. Ft. / Condo,Corcoran,Chelsea
3292,"101 West 24th Street, Apt. 7A",5200,Manhattan,1 Bed, 1 Bath , 830 Sq. Ft. / Condo,Corcoran,Hudson Yards
3293,"271 West 47th Street, Apt. 50-G",4000,Manhattan,1 Bed, 1 Bath , 700 Sq. Ft. / Rental,Corcoran,Midtown West
3294,"250 East Houston Street, Apt. 6-E",4750,Manhattan,1 Bed, 1 Bath , 452 Sq. Ft. / Rental,Corcoran,East Village
3295,"105 Duane Street, Apt. 17A",5950,Manhattan,1 Bed, 1 Bath , 771 Sq. Ft. / Rental,Corcoran,Tribeca
3296,"105 Duane Street, Apt. 10H",4600,Manhattan,Studio, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Tribeca
3298,East 10TH Street,6500,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,East Village
3299,"95 Wall Street, Apt. 1412",4950,Manhattan,1 Bed, 1 Bath , 678 Sq. Ft. / Rental,Corcoran,Financial District
3300,"100 John Street, Apt. 2707",4100,Manhattan,Studio, 1 Bath , 619 Sq. Ft. / Rental,Corcoran,Financial District
3301,"1 West Street, Apt. 2110",3700,Manhattan,Studio, 1 Bath , 573 Sq. Ft. / Rental,Corcoran,Financial District
3302,"235 West 48th Street, Apt. 41-C",7200,Manhattan,2 Beds, 2 Baths ," 1,000 Sq. Ft. / Rental",Corcoran,Midtown West
3303,"75 Wall Street, Apt. 27-G",4900,Manhattan,1 Bed, 1 Bath , 653 Sq. Ft. / Condo,Corcoran,Financial District
3304,"1 Union Square South, Apt. 21-E",5300,Manhattan,1 Bed, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Greenwich Village
3305,"95 Wall Street, Apt. 1510",4200,Manhattan,Studio, 1 Bath , 576 Sq. Ft. / Rental,Corcoran,Financial District
3306,"500 West 56th Street, Apt. 713",3900,Manhattan,Studio, 1 Bath , 525 Sq. Ft. / Rental,Corcoran,Midtown West
3307,"500 West 56th Street, Apt. 2308",4700,Manhattan,1 Bed, 1 Bath , 650 Sq. Ft. / Rental,Corcoran,Midtown West
3308,"120 West 21st Street, Apt. 606",5900,Manhattan,1 Bed, 1 Bath , 633 Sq. Ft. / Rental,Corcoran,Chelsea
3308,"120 West 21st Street, Apt. 606",5900,Manhattan,1 Bed, 1 Bath , 633 Sq. Ft. / Rental,Corcoran,Hudson Yards
3309,"500 West 56th Street, Apt. 1606",5950,Manhattan,2 Beds, 1 Bath , 750 Sq. Ft. / Rental,Corcoran,Midtown West
3310,"500 West 56th Street, Apt. 2305",5900,Manhattan,2 Beds, 2 Baths , 850 Sq. Ft. / Rental,Corcoran,Midtown West
3311,"535 West 23rd Street, Apt. S-8J",4400,Manhattan,Studio, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Chelsea
3311,"535 West 23rd Street, Apt. S-8J",4400,Manhattan,Studio, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Hudson Yards
3312,East 10TH Street,6500,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,East Village
3313,"166 West 75th Street, Apt. 904",3290,Manhattan,1 Bed, 1 Bath , 363 Sq. Ft. / Rental,Corcoran,Upper West Side
3314,"360 West 34th Street, Apt. 12-H",3800,Manhattan,Studio, 1 Bath , 425 Sq. Ft. / Rental,Corcoran,Clinton
3315,"325 North End Avenue, Apt. 16-L",4450,Manhattan,Studio, 1 Bath , 605 Sq. Ft. / Rental,Corcoran,Battery Park City
