"THE BEEKMAN, 575 Park Avenue, 101 - Upper East Side, New York",15000,"Cooperative, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,500"
"11 East 22nd Street, 7THFL - Flatiron District, New York",15000,Condo,Loft | 3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,926"
"111 Murray Street, 27A - TriBeCa, New York",15000,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,591"
"101 Warren Street, 1160M - TriBeCa, New York",14995,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 2,070 | Approximate Exterior Sq. Ft: 47"
"PARK MILLENNIUM, 111 West 67th Street, 38E - Upper West Side, New York",14950,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,793"
"The Powell Building, 105 Hudson Street, 8N - TriBeCa, New York",14950,Cooperative,Loft | 4 Beds | 2 Baths,"Approximate Sq. Feet: 2,880"
"The Brewster, 21 West 86th Street, PHC - Upper West Side, New York",14755,"Rental, Doorman",3 Beds | 4 Baths,"Approximate Sq. Feet: 2,166"
"575 West End Avenue, PHA - Upper West Side, New York",14725,"Rental, Doorman",4 Beds | 3 Baths,Listing ID: 3726599
"530 Park Avenue, 2H - Upper East Side, New York",14500,"Condo, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,359"
"The Hohner Building, 46 Mercer Street, 6W - SoHo - Nolita, New York",14250,Condo,Loft | 3 Beds | 3 Baths,"Approximate Sq. Feet: 1,957"
"The Morrison, 360 East 57th Street, PHAB - Sutton Area, New York",14000,"Rental, Doorman",4 Beds | 4 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,500"
"51 Crosby Street, 2NDFLOOR - SoHo - Nolita, New York",14000,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3798979
"301 East 50th Street, 14B - Turtle Bay, New York",14000,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,021"
"111 Murray Street, 25A - TriBeCa, New York",14000,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,591"
"85 East End Avenue, 16FG - Upper East Side, New York",13995,"Rental, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 2,303"
"THE METROPOLITAN, 181 East 90th Street, 9C - Upper East Side, New York",13995,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 2,077"
"311 West Broadway, 4B - SoHo - Nolita, New York",13995,"Condo, Doorman",Loft | 3 Beds | 3 Baths,"Approximate Sq. Feet: 2,110"
"45 East 89th Street, 36E - Carnegie Hill, New York",13950,"Condo/Cooperative, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,650"
"Four Seasons, 30 Park Pl, 45B - TriBeCa, New York",13950,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,664"
"Astor Place, 445 Lafayette Street, 9C - Greenwich Village, New York",13900,"Condo/Cooperative, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,449"
"322 West 57th Street, 46H2 - Midtown, New York",13750,"Condo, Doorman",3 Beds | 3 Baths,Listing ID: 3717688
"Time Warner Center, 25 Columbus Circle, 63F - Central Park South, New York",13500,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,283"
"316 East 53rd Street, 3RDFLOOR - Sutton Area, New York",13500,,Studio | 1 Bath,"Approximate Sq. Feet: 3,000"
"316 East 53rd Street, 2NDFLOOR - Sutton Area, New York",13500,,Studio | 1 Bath,"Approximate Sq. Feet: 3,000"
"800 Fifth Avenue, 10D - Upper East Side, New York",13500,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3706711
"50 West 15th Street, 4D - Flatiron District, New York",13495,"Condo, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,769"
"85 East End Avenue, 9JK - Upper East Side, New York",13475,"Rental, Doorman",4 Beds | 3 Baths,"Approximate Sq. Feet: 2,321"
"The Strathmore, 400 East 84th Street, 36B - Upper East Side, New York",13375,"Rental, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,611"
"60 Riverside Boulevard, 507 - Lincoln Square, New York",13290,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,726"
"111 Murray Street, 21A - TriBeCa, New York",13250,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,591"
"The Colorado, 201 East 86th Street, 27F - Upper East Side, New York",13100,"Rental, Doorman",3 Beds | 3 Baths,Listing ID: 3837400
"45 White Street, 5A - TriBeCa, New York",13016,Rental,2 Beds | 3 Baths,"Approximate Sq. Feet: 1,908"
"136 Baxter Street, 1B - SoHo - Nolita, New York",13000,Commercial,,"Approximate Sq. Feet: 1,800"
"9 East 68th Street, 1C - Upper East Side, New York",13000,Commercial,,"Approximate Sq. Feet: 1,800"
"Gramercy Park Habitat, 205 East 22nd Street, 2AB - Gramercy - Union Square, New York",13000,"Condo, Doorman",Loft | 3 Beds | 2 Baths,"Approximate Sq. Feet: 1,890"
"290 Mulberry Street, 2 - SoHo - Nolita, New York",12995,"Rental, Doorman",Loft | 3 Beds | 3 Baths,"Approximate Sq. Feet: 1,802"
"The Leonard, 101 Leonard Street, 11E - TriBeCa, New York",12995,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,973"
"The Plaza Residences, 1 Central Park South, 910 - Central Park South, New York",12995,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,342"
"306 East 18th Street, 1/2 - Gramercy - Union Square, New York",12895,Rental,2 Beds | 2 Baths | 1 Half Bath,Approximate Exterior Sq. Ft: 500
"One Hundred Barclay Tribeca, 100 Barclay Street, 17H - TriBeCa, New York",12750,"Condo, Doorman",2.5 Beds | 3 Baths,"Approximate Sq. Feet: 1,779"
"Essex House, 160 Central Park South, 1833/30 - Central Park South, New York",12700,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,800"
"One Hundred Barclay Tribeca, 100 Barclay Street, 15L - TriBeCa, New York",12700,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,613"
"New York by Gehry, 8 Spruce Street, 65A - Financial District, New York",12650,"Rental, Doorman",3 Beds | 3 Baths,Listing ID: 3873557
"50 West Street, 49D - Financial District, New York",12500,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,513"
"345 Meatpacking, 345 West 14th Street, 6A - Chelsea, New York",12500,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,427"
