Address,Neighborhood,Price,Beds,Baths,Boro,Agency
State Street,Brooklyn Heights,2000,1 Bed,1 Bath,Brooklyn,Corcoran
"107 Columbia Hts, Apt. 4H",Brooklyn Heights,2500,Studio,1 Bath,Brooklyn,Corcoran
Green Street,Greenpoint,3320,1 Bed,1 Bath,Brooklyn,Corcoran
"697 Sackett Street, Apt. 3",Park Slope,3000,2 Beds,1 Bath,Brooklyn,Corcoran
Quincy Street,Clinton Hill,2800,1 Bed,1 Bath,Brooklyn,Corcoran
"564-570 Saint Johns Place, Apt. 220",Crown Heights,2937,1 Bed,1 Bath,Brooklyn,Corcoran
"3 Sutton Street, Apt. 4F",Greenpoint,2500,2 Beds,1 Bath,Brooklyn,Corcoran
"223 Forth Avenue, Apt. 7F",Park Slope,4010,1 Bed,1 Bath,Brooklyn,Corcoran
"72 Box Street, Apt. 4-B",Greenpoint,3088,1 Bed,1 Bath,Brooklyn,Corcoran
"22 North 6th Street, Apt. 27B",Williamsburg,4000,1 Bed,1 Bath,Brooklyn,Corcoran
"248 Duffield Street, Apt. 7KW",Downtown Brooklyn,3499,Studio,1 Bath,Brooklyn,Corcoran
Colonial Road,Bay Ridge,1750,1 Bed,1 Bath,Brooklyn,Corcoran
"45 Cook Street, Apt. 1A",Williamsburg,2500,1 Bed,1 Bath,Brooklyn,Corcoran
"564-570 Saint Johns Place, Apt. 306",Crown Heights,3292,2 Beds,1 Bath,Brooklyn,Corcoran
Driggs Avenue,Greenpoint,2400,2 Beds,1 Bath,Brooklyn,Corcoran
Snyder Avenue,Flatbush,1850,1 Bed,1 Bath,Brooklyn,Corcoran
"420 Kent Avenue, Apt. PH031A",Williamsburg,4499,1 Bed,1 Bath,Brooklyn,Corcoran
"150 North 12th Street, Apt. 5E",Williamsburg,4750,2 Beds,2 Baths,Brooklyn,Corcoran
"300 10th Street, Apt. 14",Park Slope,3300,3 Beds,1 Bath,Brooklyn,Corcoran
Ovington Avenue,Bay Ridge,2650,Studio,2 Baths,Brooklyn,Corcoran
Newton Street,Greenpoint,3200,3 Beds,1 Bath,Brooklyn,Corcoran
"142-144 Decatur Street, Apt. B-6",Bedford-Stuyvesant,2300,2 Beds,1 Bath,Brooklyn,Corcoran
North 8th Street,Williamsburg,2580,1 Bed,1 Bath,Brooklyn,Corcoran
"114 South 2nd Street, Apt. 2",Williamsburg,9500,3 Beds,2 Baths,Brooklyn,Corcoran
"120 Nassau Street, Apt. 17-G",Downtown Brooklyn,3820,1 Bed,1 Bath,Brooklyn,Corcoran
"665 Central Avenue, Apt. 3-L",Bushwick,2500,3 Beds,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. S-303",Greenpoint,4100,1 Bed,1 Bath,Brooklyn,Corcoran
"99 Gold Street, Apt. 5-L",DUMBO,4125,1 Bed,1 Bath,Brooklyn,Corcoran
"99 Gold Street, Apt. 5-L",Vinegar Hill,4125,1 Bed,1 Bath,Brooklyn,Corcoran
Carroll Street,Park Slope,6200,2 Beds,2 Baths,Brooklyn,Corcoran
"495 East 7th Street, Apt. 2E",Kensington,1950,1 Bed,1 Bath,Brooklyn,Corcoran
"63 North 3rd Street, Apt. 403",Williamsburg,4100,1 Bed,1 Bath,Brooklyn,Corcoran
"1261 70th Street, Apt. 3",Dyker Heights,2700,3 Beds,2 Baths,Brooklyn,Corcoran
"17 East 17th Street, Apt. A3",Prospect Park South,2100,1 Bed,1 Bath,Brooklyn,Corcoran
"109 Gold Street, Apt. 4F",DUMBO,3094,1 Bed,1 Bath,Brooklyn,Corcoran
"109 Gold Street, Apt. 4F",Vinegar Hill,3094,1 Bed,1 Bath,Brooklyn,Corcoran
"109 Gold Street, Apt. 6F",DUMBO,3117,1 Bed,1 Bath,Brooklyn,Corcoran
"109 Gold Street, Apt. 6F",Vinegar Hill,3117,1 Bed,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. S-405",Greenpoint,3040,Studio,1 Bath,Brooklyn,Corcoran
"854 Greene Avenue, Apt. 3-B",Bedford-Stuyvesant,3000,3 Beds,1 Bath,Brooklyn,Corcoran
"689 Myrtle Avenue, Apt. 1-C",Bedford-Stuyvesant,3650,1 Bed,1 Bath,Brooklyn,Corcoran
"100 South 4th Street, Apt. 5-H",Williamsburg,3555,1 Bed,1 Bath,Brooklyn,Corcoran
"120 Nassau Street, Apt. 27-C",Downtown Brooklyn,4565,1 Bed,1 Bath,Brooklyn,Corcoran
Congress Street,Cobble Hill,2600,1 Bed,1 Bath,Brooklyn,Corcoran
"499 Quincy Street, Apt. 2",Bedford-Stuyvesant,3000,2 Beds,2 Baths,Brooklyn,Corcoran
"21 India Street, Apt. S-401",Greenpoint,6140,2 Beds,2 Baths,Brooklyn,Corcoran
"59 Kent Street, Apt. 3B",Greenpoint,4500,2 Beds,1 Bath,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,5535,2 Beds,2 Baths,Brooklyn,Corcoran
"120 Nassau Street, Apt. 20-K",Downtown Brooklyn,4500,1 Bed,1 Bath,Brooklyn,Corcoran
Monroe Place,Brooklyn Heights,2400,Studio,1 Bath,Brooklyn,Corcoran
"729 Lafayette Avenue, Apt. 2-E",Bedford-Stuyvesant,2630,3 Beds,1 Bath,Brooklyn,Corcoran
"132 Hancock Street, Apt. 2-R",Bedford-Stuyvesant,2300,1 Bed,1 Bath,Brooklyn,Corcoran
"1485 East 16th Street, Apt. 1D",Midwood,2100,2 Beds,1 Bath,Brooklyn,Corcoran
"465 Pacific Street, Apt. 301",Boerum Hill,5950,3 Beds,2 Baths,Brooklyn,Corcoran
"21 India Street, Apt. T-1805",Greenpoint,3230,Studio,1 Bath,Brooklyn,Corcoran
"103 Atlantic Avenue, Apt. 2R",Brooklyn Heights,3300,2 Beds,1 Bath,Brooklyn,Corcoran
"787 Franklin Avenue, Apt. 3A",Crown Heights,3850,3 Beds,1 Bath,Brooklyn,Corcoran
"786 Prospect Place, Apt. 1Fsb",Crown Heights,2150,1 Bed,1 Bath,Brooklyn,Corcoran
Pacific Street,Boerum Hill,5100,3 Beds,1 Bath,Brooklyn,Corcoran
"1530 East 8th Street, Apt. 4H",Midwood,1715,1 Bed,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. T-1708",Greenpoint,3190,Studio,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. T-1712",Greenpoint,5920,2 Beds,2 Baths,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 15C",Brooklyn Heights,14308,3 Beds,3 Baths,Brooklyn,Corcoran
"50 North 5th Street, Apt. W-2A",Williamsburg,3100,Studio,1 Bath,Brooklyn,Corcoran
Gold Street,Downtown Brooklyn,3200,1 Bed,1 Bath,Brooklyn,Corcoran
"271 Lenox Road, Apt. 6D",Flatbush,3100,2 Beds,1 Bath,Brooklyn,Corcoran
St Johns Place,Crown Heights,2000,Studio,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. T-1503",Greenpoint,4430,1 Bed,1 Bath,Brooklyn,Corcoran
North 11th Street,Williamsburg,3350,1 Bed,1 Bath,Brooklyn,Corcoran
Jefferson Avenue,Bedford-Stuyvesant,2000,2 Beds,1 Bath,Brooklyn,Corcoran
"568 Baltic Street, Apt. 1R",Boerum Hill,3200,2 Beds,1 Bath,Brooklyn,Corcoran
"267 6th Street, Apt. 12A",Park Slope,2980,1 Bed,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. T-601",Greenpoint,6550,3 Beds,2 Baths,Brooklyn,Corcoran
"15 Bridge Park Drive, Apt. 11K",Brooklyn Heights,2720,Studio,1 Bath,Brooklyn,Corcoran
"150 North 5th Street, Apt. 3K",Williamsburg,6750,2 Beds,2 Baths,Brooklyn,Corcoran
Bond Street,Gowanus,3450,1 Bed,1 Bath,Brooklyn,Corcoran
Bergen Street,Boerum Hill,3150,1 Bed,1 Bath,Brooklyn,Corcoran
Oliver Street,Bay Ridge,1995,1 Bed,1 Bath,Brooklyn,Corcoran
East 7th Street,Kensington,1700,1 Bed,1 Bath,Brooklyn,Corcoran
"135 Ocean Parkway, Apt. 17J",Windsor Terrace,2000,Studio,1 Bath,Brooklyn,Corcoran
"2609 Cropsey Avenue, Apt. 1-B",Gravesend,1900,2 Beds,1 Bath,Brooklyn,Corcoran
Manhattan Avenue,Greenpoint,5000,2 Beds,2 Baths,Brooklyn,Corcoran
"1233 Prospect Avenue, Apt. 3",Windsor Terrace,3495,3 Beds,1 Bath,Brooklyn,Corcoran
"759 Manhattan Avenue, Apt. 4",Williamsburg,3600,2 Beds,1 Bath,Brooklyn,Corcoran
"99 Atlantic Avenue, Apt. 4",Brooklyn Heights,4650,3 Beds,1 Bath,Brooklyn,Corcoran
"367 Sackett Street, Apt. #2",Carroll Gardens,2500,1 Bed,1 Bath,Brooklyn,Corcoran
1666 Dean Street,Crown Heights,2100,1 Bed,1 Bath,Brooklyn,Corcoran
"125 East 32nd Street, Apt. 2",Flatbush,2510,3 Beds,1 Bath,Brooklyn,Corcoran
"122 East 42nd Street, Apt. 1",Flatbush,2350,3 Beds,1 Bath,Brooklyn,Corcoran
Hicks Street,Carroll Gardens,2850,1 Bed,1 Bath,Brooklyn,Corcoran
MacDonough Street,Bedford-Stuyvesant,2000,2 Beds,1 Bath,Brooklyn,Corcoran
Hicks Street,Cobble Hill,3200,2 Beds,1 Bath,Brooklyn,Corcoran
"169 16th Street, Apt. 4B",Park Slope,3100,1 Bed,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. T-1804",Greenpoint,4820,1 Bed,1 Bath,Brooklyn,Corcoran
Madison Street,Bedford-Stuyvesant,2200,2 Beds,1 Bath,Brooklyn,Corcoran
Gatling Place,Bay Ridge,1750,1 Bed,1 Bath,Brooklyn,Corcoran
Ocean Parkway,Midwood,1995,1 Bed,1 Bath,Brooklyn,Corcoran
Bond Street,Gowanus,3145,Studio,1 Bath,Brooklyn,Corcoran
"15 Bridge Park Drive, Apt. 13F",Brooklyn Heights,2720,Studio,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. T-701",Greenpoint,6630,3 Beds,2 Baths,Brooklyn,Corcoran
"12 Whitwell Place, Apt. 1",Gowanus,3699,1 Bed,1 Bath,Brooklyn,Corcoran
"383 Carlton Avenue, Apt. 10S",Fort Greene,3990,1 Bed,1 Bath,Brooklyn,Corcoran
"15 Dunham Place, Apt. 11-K",Williamsburg,3462,1 Bed,1 Bath,Brooklyn,Corcoran
"145 Prospect Park West, Apt. 4D",Prospect Park South,3350,2 Beds,1 Bath,Brooklyn,Corcoran
"618 Dean Street, Apt. 1E",Prospect Heights,5000,2 Beds,3 Baths,Brooklyn,Corcoran
"34 North 7th Street, Apt. 4I",Williamsburg,4250,1 Bed,2 Baths,Brooklyn,Corcoran
"164 Kent Avenue, Apt. 4X",Williamsburg,8750,3 Beds,2 Baths,Brooklyn,Corcoran
2025 70th Street,Bensonhurst,1900,2 Beds,1 Bath,Brooklyn,Corcoran
"220 Water Street, Apt. 428",DUMBO,4450,1 Bed,1 Bath,Brooklyn,Corcoran
"220 Water Street, Apt. 428",Vinegar Hill,4450,1 Bed,1 Bath,Brooklyn,Corcoran
"31 Ocean Parkway, Apt. 5-J",Windsor Terrace,2390,1 Bed,1 Bath,Brooklyn,Corcoran
"733 Rogers Avenue, Apt. 402",Flatbush,2530,2 Beds,1 Bath,Brooklyn,Corcoran
"100 South 4th Street, Apt. 1-E",Williamsburg,3640,1 Bed,1 Bath,Brooklyn,Corcoran
9th Street,Park Slope,3100,2 Beds,1 Bath,Brooklyn,Corcoran
"206 St Marks Avenue, Apt. 4F",Prospect Heights,2500,1 Bed,1 Bath,Brooklyn,Corcoran
"261 Kingsland Avenue, Apt. 2F",Greenpoint,2500,1 Bed,1 Bath,Brooklyn,Corcoran
"939 Putnam Avenue, Apt. 3",Bedford-Stuyvesant,2750,3 Beds,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. S-207",Greenpoint,2910,Studio,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. T-1812",Greenpoint,5980,2 Beds,2 Baths,Brooklyn,Corcoran
"15 Dunham Place, Apt. PH-A",Williamsburg,3995,1 Bed,1 Bath,Brooklyn,Corcoran
"265 State Street, Apt. 1601",Boerum Hill,14000,4 Beds,3 Baths,Brooklyn,Corcoran
"429 Kent Avenue, Apt. 835",Williamsburg,4300,1 Bed,1 Bath,Brooklyn,Corcoran
"100 South 4th Street, Apt. 6-C",Williamsburg,3950,1 Bed,1 Bath,Brooklyn,Corcoran
3rd Avenue,Gowanus,2995,1 Bed,1 Bath,Brooklyn,Corcoran
16th Street,Gowanus,1550,Studio,1 Bath,Brooklyn,Corcoran
"15 Dunham Place, Apt. 14-K",Williamsburg,3299,1 Bed,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. T-1407",Greenpoint,3060,Studio,1 Bath,Brooklyn,Corcoran
"101 Kingsland Avenue, Apt. 105",Greenpoint,1900,Studio,1 Bath,Brooklyn,Corcoran
64th Street,Bensonhurst,1900,2 Beds,1 Bath,Brooklyn,Corcoran
"207 Ocean Parkway, Apt. 2J",Kensington,1760,1 Bed,1 Bath,Brooklyn,Corcoran
"257 15th Street, Apt. PH-",Park Slope,3900,2 Beds,2 Baths,Brooklyn,Corcoran
"31 Ocean Parkway, Apt. 4L",Windsor Terrace,2590,1 Bed,1 Bath,Brooklyn,Corcoran
"96 Steuben Street, Apt. 7B",Clinton Hill,2796,1 Bed,1 Bath,Brooklyn,Corcoran
"90 Furman Street, Apt. N528",Brooklyn Heights,15000,3 Beds,2 Baths,Brooklyn,Corcoran
"158 WYCKOFF Avenue, Apt. 3L",Bushwick,2700,2 Beds,1 Bath,Brooklyn,Corcoran
Third Avenue,Bay Ridge,2690,3 Beds,2 Baths,Brooklyn,Corcoran
"2515 Glenwood Road, Apt. G3",Flatbush,1825,1 Bed,1 Bath,Brooklyn,Corcoran
"15 Bridge Park Drive, Apt. 11J",Brooklyn Heights,2720,Studio,1 Bath,Brooklyn,Corcoran
South 1st Street,Williamsburg,4800,3 Beds,2 Baths,Brooklyn,Corcoran
"15 Bridge Park Drive, Apt. 14D",Brooklyn Heights,2914,1 Bed,1 Bath,Brooklyn,Corcoran
"15 Bridge Park Drive, Apt. 11I",Brooklyn Heights,4043,3 Beds,2 Baths,Brooklyn,Corcoran
Livingston Street,Brooklyn Heights,3500,1 Bed,1 Bath,Brooklyn,Corcoran
"14 69TH Street, Apt. 1B",Bay Ridge,3300,2 Beds,2 Baths,Brooklyn,Corcoran
"110 Warren Street, Apt. B203",Cobble Hill,3250,1 Bed,1 Bath,Brooklyn,Corcoran
"6809 Third Avenue, Apt. A3",Bay Ridge,2300,2 Beds,2 Baths,Brooklyn,Corcoran
"100 Jay Street, Apt. 19B",DUMBO,4000,1 Bed,1 Bath,Brooklyn,Corcoran
"100 Jay Street, Apt. 19B",Vinegar Hill,4000,1 Bed,1 Bath,Brooklyn,Corcoran
"4 Downing Street, Apt. THB",Clinton Hill,6995,3 Beds,3 Baths,Brooklyn,Corcoran
"184 Kent Avenue, Apt. B512",Williamsburg,7000,2 Beds,2 Baths,Brooklyn,Corcoran
"3066 Brighton 4th Street, Apt. 401",Brighton Beach,2300,2 Beds,1 Bath,Brooklyn,Corcoran
"11 Stagg Street, Apt. 2L",Williamsburg,2800,2 Beds,1 Bath,Brooklyn,Corcoran
15th Street,Park Slope,3900,2 Beds,2 Baths,Brooklyn,Corcoran
"705 Saint Marks Avenue, Apt. 2C",Crown Heights,2300,2 Beds,1 Bath,Brooklyn,Corcoran
Eighth Avenue,Park Slope,2900,1 Bed,1 Bath,Brooklyn,Corcoran
"15 Bridge Park Drive, Apt. 7B",Brooklyn Heights,2914,1 Bed,1 Bath,Brooklyn,Corcoran
"130 8th Avenue, Apt. 2D",Park Slope,1950,Studio,1 Bath,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,4520,1 Bed,1 Bath,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,2765,Studio,1 Bath,Brooklyn,Corcoran
5th Avenue,Park Slope,2500,1 Bed,1 Bath,Brooklyn,Corcoran
"509 Pacific Street, Apt. 4C",Boerum Hill,6500,2 Beds,2 Baths,Brooklyn,Corcoran
Jay Street,DUMBO,6000,2 Beds,2 Baths,Brooklyn,Corcoran
Jay Street,Vinegar Hill,6000,2 Beds,2 Baths,Brooklyn,Corcoran
"229 Nassau Avenue, Apt. GARDEN",Greenpoint,4475,2 Beds,1 Bath,Brooklyn,Corcoran
FRONT Street,Downtown Brooklyn,8625,3 Beds,2 Baths,Brooklyn,Corcoran
"70-74 South 4th Street, Apt. 1B",Williamsburg,4450,3 Beds,1 Bath,Brooklyn,Corcoran
"275 Conover Street, Apt. 4-F",Red Hook,6300,1 Bed,2 Baths,Brooklyn,Corcoran
"388 Bridge Street, Apt. PH48D",Downtown Brooklyn,6700,3 Beds,2 Baths,Brooklyn,Corcoran
"787 Franklin Avenue, Apt. 2B",Crown Heights,3400,2 Beds,1 Bath,Brooklyn,Corcoran
"2106 Fulton Street, Apt. 4R",Bedford-Stuyvesant,1999,2 Beds,1 Bath,Brooklyn,Corcoran
Atlantic Avenue,Brooklyn Heights,2428,Studio,1 Bath,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,4195,2 Beds,1 Bath,Brooklyn,Corcoran
"110 Livingston Street, Apt. 17K",Brooklyn Heights,5850,2 Beds,2 Baths,Brooklyn,Corcoran
Carroll Street,Gowanus,13500,3 Beds,2 Baths,Brooklyn,Corcoran
"126 East 31st Street, Apt. 4",empty neighborhood,3795,2 Beds,1 Bath,Brooklyn,Corcoran
Park Place,Prospect Heights,2400,1 Bed,1 Bath,Brooklyn,Corcoran
15th Street,Gowanus,2995,1 Bed,1 Bath,Brooklyn,Corcoran
Lexington Avenue,Bedford-Stuyvesant,3000,3 Beds,2 Baths,Brooklyn,Corcoran
"96 Steuben Street, Apt. 6E",Clinton Hill,3067,1 Bed,1 Bath,Brooklyn,Corcoran
"1325 Putnam Avenue, Apt. 2",Bushwick,2300,3 Beds,1 Bath,Brooklyn,Corcoran
Calyer Street,Greenpoint,3000,2 Beds,1 Bath,Brooklyn,Corcoran
Sackett Street,Park Slope,2699,1 Bed,1 Bath,Brooklyn,Corcoran
"88 Wyckoff Street, Apt. 4F",Boerum Hill,5600,3 Beds,1 Bath,Brooklyn,Corcoran
"318 Knickerbocker Avenue, Apt. 3D",Bushwick,2500,1 Bed,1 Bath,Brooklyn,Corcoran
"43 Meserole Street, Apt. 1A",Williamsburg,3200,2 Beds,1 Bath,Brooklyn,Corcoran
Monitor Street,Greenpoint,2300,2 Beds,1 Bath,Brooklyn,Corcoran
"8102 6TH Avenue, Apt. 1A",Bay Ridge,1999,2 Beds,1 Bath,Brooklyn,Corcoran
Greenpoint Avenue,Greenpoint,2700,2 Beds,1 Bath,Brooklyn,Corcoran
"283 Albany Avenue, Apt. F",Crown Heights,2875,3 Beds,1 Bath,Brooklyn,Corcoran
"230 Sixth Avenue, Apt. 2",Park Slope,4295,2 Beds,2 Baths,Brooklyn,Corcoran
"220 Water Street, Apt. 427",DUMBO,4750,1 Bed,1 Bath,Brooklyn,Corcoran
"220 Water Street, Apt. 427",Vinegar Hill,4750,1 Bed,1 Bath,Brooklyn,Corcoran
"1314 Ocean Parkway, Apt. 4-L",Midwood,1700,1 Bed,1 Bath,Brooklyn,Corcoran
"211 McGuinness Boulevard, Apt. 7213",Greenpoint,3255,1 Bed,1 Bath,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,5295,2 Beds,2 Baths,Brooklyn,Corcoran
St Marks Avenue,Crown Heights,3850,3 Beds,1 Bath,Brooklyn,Corcoran
"514 39TH Street, Apt. 1F",Sunset Park,2100,2 Beds,1 Bath,Brooklyn,Corcoran
"184 Kent Avenue, Apt. B413",Williamsburg,3800,1 Bed,1 Bath,Brooklyn,Corcoran
Pacific Street,Crown Heights,1900,1 Bed,1 Bath,Brooklyn,Corcoran
"156 North 4th Street, Apt. 9",Williamsburg,3670,1 Bed,1 Bath,Brooklyn,Corcoran
294 Manhattan Avenue,Williamsburg,2299,2 Beds,1 Bath,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,3135,Studio,1 Bath,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,3995,1 Bed,1 Bath,Brooklyn,Corcoran
"4906 CHURCH Avenue, Apt. 2",empty neighborhood,2100,2 Beds,1 Bath,Brooklyn,Corcoran
"1201 East 14TH Street, Apt. 2",Midwood,2400,3 Beds,1 Bath,Brooklyn,Corcoran
"90 North 5th Street, Apt. 2A",Williamsburg,4500,2 Beds,2 Baths,Brooklyn,Corcoran
"82 Irving Place, Apt. 3A",Clinton Hill,2500,1 Bed,1 Bath,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,4895,2 Beds,2 Baths,Brooklyn,Corcoran
East 94TH Street,empty neighborhood,1999,2 Beds,1 Bath,Brooklyn,Corcoran
Ocean Avenue,Flatbush,2395,1 Bed,1 Bath,Brooklyn,Corcoran
St Johns Place,Crown Heights,2500,3 Beds,1 Bath,Brooklyn,Corcoran
"251 7th Street, Apt. 9C",Park Slope,3250,1 Bed,1 Bath,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,6450,2 Beds,2 Baths,Brooklyn,Corcoran
"787 Franklin Avenue, Apt. 4B",Crown Heights,2400,Studio,1 Bath,Brooklyn,Corcoran
"257 Gold Street, Apt. PH10",Fort Greene,2595,Studio,1 Bath,Brooklyn,Corcoran
"201 Huron Street, Apt. 2R",Greenpoint,2599,1 Bed,1 Bath,Brooklyn,Corcoran
"97 Brooklyn Avenue, Apt. 4H",empty neighborhood,2000,1 Bed,1 Bath,Brooklyn,Corcoran
"1551 Sterling Place, Apt. 1",Crown Heights,3199,3 Beds,1 Bath,Brooklyn,Corcoran
"62 East 21st Street, Apt. 7-B",Flatbush,3525,2 Beds,2 Baths,Brooklyn,Corcoran
"85 North 3rd Street, Apt. 312",Williamsburg,6000,Studio,1 Bath,Brooklyn,Corcoran
"9214 Ridge Boulevard, Apt. 6B",Dyker Heights,2500,2 Beds,1 Bath,Brooklyn,Corcoran
"42 Clermont Avenue, Apt. 1",Fort Greene,1999,1 Bed,1 Bath,Brooklyn,Corcoran
"484 Hancock Street, Apt. 1-B",Bedford-Stuyvesant,2639,2 Beds,1 Bath,Brooklyn,Corcoran
Washington Avenue,Clinton Hill,5950,2 Beds,2 Baths,Brooklyn,Corcoran
"903 Saint Johns Place, Apt. 2-C",Prospect Heights,2400,2 Beds,1 Bath,Brooklyn,Corcoran
"905 Sterling Place, Apt. 1-A",Crown Heights,2300,Studio,1 Bath,Brooklyn,Corcoran
"851 Franklin Avenue, Apt. 2A",Crown Heights,2100,Studio,1 Bath,Brooklyn,Corcoran
Greene Avenue,Clinton Hill,4200,2 Beds,1 Bath,Brooklyn,Corcoran
40 Berkeley Place,Park Slope,3400,1 Bed,1 Bath,Brooklyn,Corcoran
"271 Lenox Road, Apt. 3B",Flatbush,2950,2 Beds,1 Bath,Brooklyn,Corcoran
"120 Nassau Street, Apt. 29-A",Downtown Brooklyn,3435,Studio,1 Bath,Brooklyn,Corcoran
Washington Avenue,Clinton Hill,5850,2 Beds,2 Baths,Brooklyn,Corcoran
Washington Avenue,Clinton Hill,5775,2 Beds,1 Bath,Brooklyn,Corcoran
"470 Dean Street, Apt. 6102",Prospect Heights,4791,2 Beds,2 Baths,Brooklyn,Corcoran
"120 Nassau Street, Apt. G-16",Downtown Brooklyn,3820,1 Bed,1 Bath,Brooklyn,Corcoran
"120 Nassau Street, Apt. 25-E",Downtown Brooklyn,3950,1 Bed,1 Bath,Brooklyn,Corcoran
Hart street,empty neighborhood,2300,2 Beds,1 Bath,Brooklyn,Corcoran
Dorchester Road,Ditmas Park,2700,1 Bed,1 Bath,Brooklyn,Corcoran
"50 Bridge Street, Apt. 318",DUMBO,4600,1 Bed,1 Bath,Brooklyn,Corcoran
"50 Bridge Street, Apt. 318",Vinegar Hill,4600,1 Bed,1 Bath,Brooklyn,Corcoran
74th Street,Bay Ridge,2500,2 Beds,1 Bath,Brooklyn,Corcoran
"550 55TH Street, Apt. 20",Sunset Park,2000,2 Beds,1 Bath,Brooklyn,Corcoran
Emerson Place,Clinton Hill,2500,1 Bed,1 Bath,Brooklyn,Corcoran
"126 Herkimer Street, Apt. 9",Bedford-Stuyvesant,2755,2 Beds,1 Bath,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 1C2",Brooklyn Heights,11333,3 Beds,2 Baths,Brooklyn,Corcoran
"107 Columbia Hts, Apt. 5C",Brooklyn Heights,2699,Studio,1 Bath,Brooklyn,Corcoran
"107 Columbia Hts, Apt. 10B",Brooklyn Heights,6072,2 Beds,2 Baths,Brooklyn,Corcoran
"37 Montrose Avenue, Apt. 5F",Williamsburg,2950,1 Bed,1 Bath,Brooklyn,Corcoran
"382 Eastern Parkway, Apt. 3F",Crown Heights,2495,1 Bed,1 Bath,Brooklyn,Corcoran
"173 Classon Avenue, Apt. 3R",Clinton Hill,3250,2 Beds,1 Bath,Brooklyn,Corcoran
"107 Columbia Hts, Apt. 11A",Brooklyn Heights,4500,1 Bed,1 Bath,Brooklyn,Corcoran
"360 Furman Street, Apt. 1023",Brooklyn Heights,3950,1 Bed,1 Bath,Brooklyn,Corcoran
Blue Slip,Greenpoint,6111,2 Beds,2 Baths,Brooklyn,Corcoran
Blue Slip,Greenpoint,5769,2 Beds,2 Baths,Brooklyn,Corcoran
43 Montrose Avenue,Williamsburg,2300,1 Bed,1 Bath,Brooklyn,Corcoran
"114 South 2nd Street, Apt. RESIDE...",Williamsburg,11500,3 Beds,2 Baths,Brooklyn,Corcoran
Atlantic Avenue,Boerum Hill,3550,3 Beds,1 Bath,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 82-W",Clinton Hill,4654,2 Beds,2 Baths,Brooklyn,Corcoran
"272 Dean Street, Apt. Garden",Boerum Hill,6000,3 Beds,3 Baths,Brooklyn,Corcoran
ST JOHNS Place,Prospect Heights,2837,2 Beds,1 Bath,Brooklyn,Corcoran
"415 Broadway, Apt. 2A",Williamsburg,2979,2 Beds,1 Bath,Brooklyn,Corcoran
"680 Lefferts Avenue, Apt. 1",Flatbush,2500,2 Beds,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. 32B",Greenpoint,3800,1 Bed,1 Bath,Brooklyn,Corcoran
"1045 Sterling Place, Apt. 1C",Crown Heights,2750,2 Beds,1 Bath,Brooklyn,Corcoran
"354 Franklin Avenue, Apt. 2Lsb",Bedford-Stuyvesant,3275,2 Beds,2 Baths,Brooklyn,Corcoran
"951 Prospect Place, Apt. 2-R",Crown Heights,4400,4 Beds,2 Baths,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 40-M",Clinton Hill,2417,Studio,1 Bath,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 11-D",Clinton Hill,3642,1 Bed,1 Bath,Brooklyn,Corcoran
Main Street,DUMBO,6800,2 Beds,1 Bath,Brooklyn,Corcoran
Main Street,Vinegar Hill,6800,2 Beds,1 Bath,Brooklyn,Corcoran
"45 ARGYLE Road, Apt. 1A",Ditmas Park,2300,2 Beds,1 Bath,Brooklyn,Corcoran
"787 Franklin Avenue, Apt. 5B",Crown Heights,2567,Studio,1 Bath,Brooklyn,Corcoran
Terrace Place,Windsor Terrace,2200,1 Bed,2 Baths,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 60-DD",Clinton Hill,2692,Studio,1 Bath,Brooklyn,Corcoran
"310 South 3rd Street, Apt. 2",Williamsburg,3599,3 Beds,1 Bath,Brooklyn,Corcoran
"489 Washington Avenue, Apt. 1A",Clinton Hill,4200,3 Beds,1 Bath,Brooklyn,Corcoran
