Address,Neighborhood,Price,Beds,Baths,Boro,Agency
"16 Monroe Place, Unit 1",Brooklyn Heights,3175,1 Bed,1 Bath,Brooklyn,Compass
"136 Union Street, Unit 1",Columbia Street Waterfront,5150,3 Beds,2 Baths,Brooklyn,Compass
"106 Cambridge Place, Unit 1",Clinton Hill,7500,4 Beds,2.5 Baths,Brooklyn,Compass
"5001 10th Avenue, Unit 1B",Borough Park,2406,2 Beds,1 Bath,Brooklyn,Compass
"1115 Hancock Street, Unit 2W",Bushwick,2600,1 Bed,1 Bath,Brooklyn,Compass
"1115 Hancock Street, Unit 1E",Bushwick,2400,Studio,1 Bath,Brooklyn,Compass
"1115 Hancock Street, Unit 3E",Bushwick,2850,1 Bed,1 Bath,Brooklyn,Compass
"1402 Cortelyou Road, Unit 3",Ditmas Park,1700,1 Bed,1 Bath,Brooklyn,Compass
"1115 Hancock Street, Unit 3W",Bushwick,2600,1 Bed,1 Bath,Brooklyn,Compass
"2899 Fulton Street, Unit 2",Highland Park,2600,3 Beds,1.5 Baths,Brooklyn,Compass
"5001 10th Avenue, Unit 5D",Borough Park,2017,1 Bed,1 Bath,Brooklyn,Compass
"130 88th Street, Unit 1",Bay Ridge,3500,2 Beds,2 Baths,Brooklyn,Compass
"1551 Sterling Place, Unit 1",Weeksville,3199,3 Beds,1.5 Baths,Brooklyn,Compass
"5001 10th Avenue, Unit 6C",Borough Park,2452,2 Beds,1 Bath,Brooklyn,Compass
"5001 10th Avenue, Unit 5G",Borough Park,2475,2 Beds,1 Bath,Brooklyn,Compass
"80 Metropolitan Avenue, Unit 4L",Williamsburg,2950,Studio,1 Bath,Brooklyn,Compass
"61 Martense Street, Unit 5E",Flatbush,2500,2 Beds,1 Bath,Brooklyn,Compass
"136 Union Street, Unit 2",Columbia Street Waterfront,4500,3 Beds,2 Baths,Brooklyn,Compass
"360 Furman Street, Unit 1023",Brooklyn Heights,3950,1 Bed,1 Bath,Brooklyn,Compass
"184 New York Avenue, Unit 3",Crown Heights,2700,2 Beds,1 Bath,Brooklyn,Compass
"1115 Hancock Street, Unit 2E",Bushwick,2600,1 Bed,1 Bath,Brooklyn,Compass
"550 Vanderbilt Avenue, Unit 1319",Prospect Heights,7500,2 Beds,2.5 Baths,Brooklyn,Compass
"313 Degraw Street, Unit 2",Cobble Hill,3200,1 Bed,1 Bath,Brooklyn,Compass
"170 North 11th Street, Unit 3B",Williamsburg,5500,2 Beds,2 Baths,Brooklyn,Compass
"904 Union Street, Unit 4A",North Slope,3300,2 Beds,1 Bath,Brooklyn,Compass
"550 Vanderbilt Avenue, Unit 210",Prospect Heights,3800,1 Bed,1.5 Baths,Brooklyn,Compass
"446 St Johns Place, Unit C2",Prospect Heights,2800,2 Beds,1 Bath,Brooklyn,Compass
"446 St Johns Place, Unit C2",Prospect Heights,2800,2 Beds,1 Bath,Brooklyn,Compass
"326 St Johns Place, Unit A5",Prospect Heights,2836,2 Beds,1 Bath,Brooklyn,Compass
"326 St Johns Place, Unit A5",Prospect Heights,2836,2 Beds,1 Bath,Brooklyn,Compass
"409 Eastern Parkway, Unit 515",Crown Heights,2910,1 Bed,1 Bath,Brooklyn,Compass
"409 Eastern Parkway, Unit 515",Crown Heights,3175,1 Bed,1 Bath,Brooklyn,Compass
"409 Eastern Parkway, Unit 701",Crown Heights,4175,2 Beds,2 Baths,Brooklyn,Compass
"409 Eastern Parkway, Unit 701",Crown Heights,4555,2 Beds,2 Baths,Brooklyn,Compass
325 Kent Avenue,Williamsburg,5404,2 Beds,2 Baths,Brooklyn,Compass
"45 Hoyt Street, Unit 7L",Downtown Brooklyn,3270,Studio,1 Bath,Brooklyn,Compass
"107 Columbia Heights, Unit 6K",Brooklyn Heights,3244,1 Bed,1 Bath,Brooklyn,Compass
"107 Columbia Heights, Unit 4H",Brooklyn Heights,2750,Studio,1 Bath,Brooklyn,Compass
"107 Columbia Heights, Unit 4A",Brooklyn Heights,3312,1 Bed,1 Bath,Brooklyn,Compass
"107 Columbia Heights, Unit 2K",Brooklyn Heights,2753,Studio,1 Bath,Brooklyn,Compass
"107 Columbia Heights, Unit 1L",Brooklyn Heights,5909,2 Beds,2 Baths,Brooklyn,Compass
"107 Columbia Heights, Unit 10Q",Brooklyn Heights,3831,1 Bed,1 Bath,Brooklyn,Compass
"1 Main Street, Unit 4K",DUMBO,6800,2 Beds,1.5 Baths,Brooklyn,Compass
"733 Lexington Avenue, Unit 2NY",Bedford-Stuyvesant,2550,3 Beds,1 Bath,Brooklyn,Compass
"43 Meserole Street, Unit A1",East Williamsburg,3200,1 Bed,1.5 Baths,Brooklyn,Compass
"43 Meserole, Unit A1",East Williamsburg,3200,1 Bed,1.5 Baths,Brooklyn,Compass
"310 South 3rd Street, Unit 2",East Williamsburg,3599,3 Beds,1 Bath,Brooklyn,Compass
"52 Clark Street, Unit 3DEF",Brooklyn Heights,6150,3 Beds,3 Baths,Brooklyn,Compass
"43 Cumberland Street, Unit 1R",Fort Greene,3499,4 Beds,2 Baths,Brooklyn,Compass
"295 Degraw, Unit 1L",Cobble Hill,5683,4 Beds,2 Baths,Brooklyn,Compass
"298 Covert, Unit 2R",Bushwick,2600,3 Beds,1 Bath,Brooklyn,Compass
"298 Covert Street, Unit 2R",Bushwick,2600,3 Beds,1 Bath,Brooklyn,Compass
"43 Meserole Street, Unit 1A",East Williamsburg,3200,2 Beds,1.5 Baths,Brooklyn,Compass
"43 Meserole, Unit 1A",East Williamsburg,3200,2 Beds,1.5 Baths,Brooklyn,Compass
"180 Montague Street, Unit 26D",Brooklyn Heights,3770,1 Bed,1 Bath,Brooklyn,Compass
"838 Hancock Street, Unit 1G",Bedford-Stuyvesant,2400,2 Beds,1 Bath,Brooklyn,Compass
"354 Franklin Avenue, Unit 2LSB",Clinton Hill,3275,2 Beds,2 Baths,Brooklyn,Compass
"368 Saratoga Avenue, Unit 2",Crown Heights,1900,2 Beds,1 Bath,Brooklyn,Compass
"1501 Voorhies Avenue, Unit 8D",Sheepshead Bay,3091,1 Bed,1 Bath,Brooklyn,Compass
"1501 Voorhies Avenue, Unit 3D",Sheepshead Bay,2778,1 Bed,1 Bath,Brooklyn,Compass
"430 Union Avenue, Unit 3F",East Williamsburg,2450,1 Bed,1 Bath,Brooklyn,Compass
"175 Quincy Street, Unit 1",Bedford-Stuyvesant,2250,1 Bed,1 Bath,Brooklyn,Compass
474 2nd Street,Central Slope,2900,1 Bed,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 72M",Clinton Hill,4325,2 Beds,2 Baths,Brooklyn,Compass
"1358 Herkimer Street, Unit 3",Bedford-Stuyvesant,2650,3 Beds,2 Baths,Brooklyn,Compass
"555 Waverly Avenue, Unit 80J",Clinton Hill,2529,Studio,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 11D",Clinton Hill,3642,1 Bed,1 Bath,Brooklyn,Compass
"733 Lexington Avenue, Unit 2NY",Bedford-Stuyvesant,2550,3 Beds,1 Bath,Brooklyn,Compass
"43 Meserole Street, Unit A1",East Williamsburg,3200,1 Bed,1.5 Baths,Brooklyn,Compass
"43 Meserole, Unit A1",East Williamsburg,3200,1 Bed,1.5 Baths,Brooklyn,Compass
"310 South 3rd Street, Unit 2",East Williamsburg,3599,3 Beds,1 Bath,Brooklyn,Compass
"52 Clark Street, Unit 3DEF",Brooklyn Heights,6150,3 Beds,3 Baths,Brooklyn,Compass
"43 Cumberland Street, Unit 1R",Fort Greene,3499,4 Beds,2 Baths,Brooklyn,Compass
"295 Degraw, Unit 1L",Cobble Hill,5683,4 Beds,2 Baths,Brooklyn,Compass
"298 Covert, Unit 2R",Bushwick,2600,3 Beds,1 Bath,Brooklyn,Compass
"298 Covert Street, Unit 2R",Bushwick,2600,3 Beds,1 Bath,Brooklyn,Compass
"43 Meserole Street, Unit 1A",East Williamsburg,3200,2 Beds,1.5 Baths,Brooklyn,Compass
"43 Meserole, Unit 1A",East Williamsburg,3200,2 Beds,1.5 Baths,Brooklyn,Compass
"180 Montague Street, Unit 26D",Brooklyn Heights,3770,1 Bed,1 Bath,Brooklyn,Compass
"838 Hancock Street, Unit 1G",Bedford-Stuyvesant,2400,2 Beds,1 Bath,Brooklyn,Compass
"354 Franklin Avenue, Unit 2LSB",Clinton Hill,3275,2 Beds,2 Baths,Brooklyn,Compass
"368 Saratoga Avenue, Unit 2",Crown Heights,1900,2 Beds,1 Bath,Brooklyn,Compass
"1501 Voorhies Avenue, Unit 8D",Sheepshead Bay,3091,1 Bed,1 Bath,Brooklyn,Compass
"1501 Voorhies Avenue, Unit 3D",Sheepshead Bay,2778,1 Bed,1 Bath,Brooklyn,Compass
"430 Union Avenue, Unit 3F",East Williamsburg,2450,1 Bed,1 Bath,Brooklyn,Compass
"175 Quincy Street, Unit 1",Bedford-Stuyvesant,2250,1 Bed,1 Bath,Brooklyn,Compass
474 2nd Street,Central Slope,2900,1 Bed,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 72M",Clinton Hill,4325,2 Beds,2 Baths,Brooklyn,Compass
"1358 Herkimer Street, Unit 3",Bedford-Stuyvesant,2650,3 Beds,2 Baths,Brooklyn,Compass
"555 Waverly Avenue, Unit 80J",Clinton Hill,2529,Studio,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 11D",Clinton Hill,3642,1 Bed,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 11D",Clinton Hill,3642,1 Bed,1 Bath,Brooklyn,Compass
"626 Lincoln Place, Unit 3C",Crown Heights,1999,1 Bed,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 82W",Clinton Hill,4654,2 Beds,2 Baths,Brooklyn,Compass
"76 Pierrepont Street, Unit 3",Brooklyn Heights,4500,1 Bed,1 Bath,Brooklyn,Compass
"680 Lefferts Avenue, Unit 1",Wingate,2500,2 Beds,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 52S",Clinton Hill,4429,2 Beds,2 Baths,Brooklyn,Compass
"233 Pacific Street, Unit 4C",Cobble Hill,6300,2 Beds,2 Baths,Brooklyn,Compass
"555 Waverly Avenue, Unit 40M",Clinton Hill,2417,Studio,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 21P",Clinton Hill,3275,1 Bed,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 81B",Clinton Hill,3200,1 Bed,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 81L",Clinton Hill,3354,1 Bed,1 Bath,Brooklyn,Compass
"20 Schaefer Street, Unit 1",Bushwick,2150,2 Beds,1 Bath,Brooklyn,Compass
"951 Prospect Place, Unit 2R",Crown Heights,4400,4 Beds,2 Baths,Brooklyn,Compass
"93 Herbert Street, Unit 3",Williamsburg,3342,1 Bed,1 Bath,Brooklyn,Compass
"21 India Street, Unit 32B",Greenpoint,3800,1 Bed,1 Bath,Brooklyn,Compass
"7322 Bay Parkway, Unit 3B",Bensonhurst,1560,1 Bed,1 Bath,Brooklyn,Compass
"555 Waverly Avenue, Unit 60DD",Clinton Hill,2692,Studio,1 Bath,Brooklyn,Compass
"628 President Street, Unit 2",North Slope,2800,1 Bed,1 Bath,Brooklyn,Compass
"39 Plaza Street West, Unit 6C",North Slope,4500,2 Beds,2 Baths,Brooklyn,Compass
"39 Argyle Road, Unit 4A",Caton Park,2800,3 Beds,1 Bath,Brooklyn,Compass
"45 Argyle Road, Unit 1A",Caton Park,2300,2 Beds,1 Bath,Brooklyn,Compass
"175 Kent Avenue, Unit 313",Williamsburg,3876,1 Bed,1 Bath,Brooklyn,Compass
"57 Graham Avenue, Unit 2A",East Williamsburg,2400,1 Bed,1 Bath,Brooklyn,Compass
"568 Baltic Street, Unit 1R",Boerum Hill,3200,2 Beds,1 Bath,Brooklyn,Compass
272 Dean Street,Boerum Hill,6000,3 Beds,3 Baths,Brooklyn,Compass
"1045 Sterling Place, Unit 1C",Crown Heights,3000,2 Beds,1.5 Baths,Brooklyn,Compass
"764 St Johns Place, Unit 2D",Crown Heights,2400,1 Bed,1 Bath,Brooklyn,Compass
"34 Berry Street, Unit 1R",Williamsburg,3415,Studio,1 Bath,Brooklyn,Compass
"34 Berry Street, Unit 2V",Williamsburg,2625,Studio,1 Bath,Brooklyn,Compass
"276 Suydam Street, Unit 3A",Bushwick,2800,2 Beds,1 Bath,Brooklyn,Compass
"245 Troutman Street, Unit 1R",Bushwick,3940,4 Beds,2 Baths,Brooklyn,Compass
"2045 73rd Street, Unit 2F",Bensonhurst,1800,2 Beds,1 Bath,Brooklyn,Compass
"2045 73rd Street, Unit 2F",Bensonhurst,1800,2 Beds,1 Bath,Brooklyn,Compass
"563 Warren Street, Unit 1R",Boerum Hill,2390,2 Beds,1 Bath,Brooklyn,Compass
"671 Evergreen Avenue, Unit 1",Bushwick,2750,3 Beds,1 Bath,Brooklyn,Compass
"63 North 3rd Street, Unit 314",Williamsburg,4500,1 Bed,1 Bath,Brooklyn,Compass
"350 Greene Avenue, Unit 8",Clinton Hill,1800,Studio,1 Bath,Brooklyn,Compass
"111 Lawrence Street, Unit 49A",Downtown Brooklyn,3949,1 Bed,1 Bath,Brooklyn,Compass
"300 Ashland Place, Unit PHG",Fort Greene,4204,1 Bed,1 Bath,Brooklyn,Compass
"310 Clarkson Avenue, Unit 201",Flatbush,3300,2 Beds,2 Baths,Brooklyn,Compass
"399 Putnam Avenue, Unit 1A",Bedford-Stuyvesant,1950,1 Bed,1 Bath,Brooklyn,Compass
"353 Flatbush Avenue, Unit 2F",Prospect Heights,1950,1 Bed,1 Bath,Brooklyn,Compass
"110 Livingston Street, Unit 8R",Downtown Brooklyn,4250,1 Bed,1 Bath,Brooklyn,Compass
"960 Sterling Place, Unit 1K",Crown Heights,1750,Studio,1 Bath,Brooklyn,Compass
"82 Irving Place, Unit 1B",Clinton Hill,4200,2 Beds,1.5 Baths,Brooklyn,Compass
"107 Greenpoint Avenue, Unit A4",Greenpoint,3666,1 Bed,1.5 Baths,Brooklyn,Compass
"242 Carlton Avenue, Unit 2",Fort Greene,6600,4 Beds,2 Baths,Brooklyn,Compass
"368 Saratoga, Unit 2",Crown Heights,1900,2 Beds,1 Bath,Brooklyn,Compass
"305 13th Street, Unit 2",South Slope,2975,3 Beds,1 Bath,Brooklyn,Compass
"535 45th Street, Unit 6C",Sunset Park,1950,2 Beds,1 Bath,Brooklyn,Compass
"184 Eagle Street, Unit 2B",Griffin Farm,2620,1 Bed,1 Bath,Brooklyn,Compass
"682 Union Street, Unit 3A",North Slope,4500,1 Bed,1 Bath,Brooklyn,Compass
"198 17th Street, Unit 2",Greenwood Heights,3750,3 Beds,1 Bath,Brooklyn,Compass
"501 Atlantic Avenue, Unit 8",Boerum Hill,3550,3 Beds,1 Bath,Brooklyn,Compass
"307 Baltic Street, Unit 4A",Cobble Hill,4500,2 Beds,1 Bath,Brooklyn,Compass
"107 Greenpoint Avenue, Unit A3",Greenpoint,2900,1 Bed,2 Baths,Brooklyn,Compass
"539-a Monroe Street, Unit 2",Bedford-Stuyvesant,2000,2 Beds,1 Bath,Brooklyn,Compass
"333 86th Street, Unit 3E",Bay Ridge,2050,1 Bed,1 Bath,Brooklyn,Compass
"1097 Madison Street, Unit 2",Bushwick,2399,3 Beds,1 Bath,Brooklyn,Compass
"86 Fleet Place, Unit 32C",Downtown Brooklyn,5861,2 Beds,2 Baths,Brooklyn,Compass
"2318 Ave D, Unit 2",Flatbush,3400,4 Beds,2 Baths,Brooklyn,Compass
"694 Henry Street, Unit 4L",Red Hook,2290,2 Beds,2 Baths,Brooklyn,Compass
"694 Henry, Unit 4L",Red Hook,2290,2 Beds,2 Baths,Brooklyn,Compass
"1 Blue, Unit 9H",Greenpoint,8087,2 Beds,2 Baths,Brooklyn,Compass
229 Nassau Avenue,Greenpoint,4475,2 Beds,1 Bath,Brooklyn,Compass
"320 Powers Street, Unit 4L",East Williamsburg,2350,1 Bed,1 Bath,Brooklyn,Compass
"130 Summit Street, Unit 3",Carroll Gardens,2650,1 Bed,1 Bath,Brooklyn,Compass
"343 Gold Street, Unit 1404",Downtown Brooklyn,5545,2 Beds,2 Baths,Brooklyn,Compass
"6801 Bay Parkway, Unit 15",Bensonhurst,1600,1 Bed,1 Bath,Brooklyn,Compass
"6801 Bay Parkway, Unit 15",Bensonhurst,1600,1 Bed,1 Bath,Brooklyn,Compass
"255 20th Street, Unit 3",Greenwood Heights,1980,1 Bed,1 Bath,Brooklyn,Compass
"248 Duffield Street, Unit 6VV",Downtown Brooklyn,4241,1 Bed,1 Bath,Brooklyn,Compass
"210 Albany Avenue, Unit 1",Crown Heights,1895,1 Bed,1 Bath,Brooklyn,Compass
"505 St Marks Avenue, Unit 2K",Crown Heights,3400,2 Beds,2 Baths,Brooklyn,Compass
"49 Eagle Street, Unit 4",Greenpoint,8500,3 Beds,2 Baths,Brooklyn,Compass
"34 Berry Street, Unit 1K",Williamsburg,2795,Studio,1 Bath,Brooklyn,Compass
"27 Pierrepont Street, Unit GR",Brooklyn Heights,2500,Studio,1 Bath,Brooklyn,Compass
"402 Bay Ridge Parkway, Unit 35",Bay Ridge,1675,1 Bed,1 Bath,Brooklyn,Compass
"325 Stuyvesant Avenue, Unit 1",Bedford-Stuyvesant,3000,3 Beds,2 Baths,Brooklyn,Compass
"3051 Ocean Avenue, Unit A5",Sheepshead Bay,2500,3 Beds,1 Bath,Brooklyn,Compass
"383 Parkside Avenue, Unit 2",Prospect Lefferts Gardens,4000,2 Beds,2 Baths,Brooklyn,Compass
"446 Kingston Avenue, Unit F21",Wingate,1750,1 Bed,1 Bath,Brooklyn,Compass
"1328 Fulton Street, Unit P204",Bedford-Stuyvesant,2082,Studio,1 Bath,Brooklyn,Compass
"166 Kingsland Avenue, Unit 1A",Greenpoint,4400,4 Beds,1.5 Baths,Brooklyn,Compass
"1328 Fulton Street, Unit P203",Bedford-Stuyvesant,4604,3 Beds,2 Baths,Brooklyn,Compass
"445 42nd Street, Unit 2",Sunset Park,2500,1 Bed,1 Bath,Brooklyn,Compass
"662 Vanderbilt Street, Unit 1",Windsor Terrace,3900,3 Beds,1 Bath,Brooklyn,Compass
"501 Atlantic Avenue, Unit 4",Boerum Hill,3475,3 Beds,1 Bath,Brooklyn,Compass
"77 South 6th Street, Unit 1",Williamsburg,2300,Studio,1 Bath,Brooklyn,Compass
"251 Schenectady Avenue, Unit 3",Crown Heights,2500,3 Beds,1 Bath,Brooklyn,Compass
641 Warren Street,North Slope,11000,4 Beds,2 Baths,Brooklyn,Compass
241 Ocean Parkway,Kensington,2750,2 Beds,2 Baths,Brooklyn,Compass
"383 Parkside Avenue, Unit 3",Prospect Lefferts Gardens,3995,2 Beds,1 Bath,Brooklyn,Compass
"543 17th Street, Unit 3",Windsor Terrace,2300,1 Bed,1 Bath,Brooklyn,Compass
"2 North 6th Street, Unit 3J",Williamsburg,3350,Studio,1 Bath,Brooklyn,Compass
"280 Ocean Parkway, Unit 5S",Kensington,1850,1 Bed,1 Bath,Brooklyn,Compass
302 Prospect Place,Prospect Heights,10000,4 Beds,3 Baths,Brooklyn,Compass
302 Prospect Place,Prospect Heights,7500,3 Beds,2 Baths,Brooklyn,Compass
"254 Wyckoff Street, Unit 2R",Boerum Hill,3000,1 Bed,1 Bath,Brooklyn,Compass
"1328 Fulton Street, Unit 704",Bedford-Stuyvesant,3513,2 Beds,2 Baths,Brooklyn,Compass
"90 State Street, Unit 2",Brooklyn Heights,2500,1 Bed,1 Bath,Brooklyn,Compass
"608 Franklin Avenue, Unit 307",Crown Heights,3350,2 Beds,1 Bath,Brooklyn,Compass
"8 Vanderbilt Avenue, Unit 12K",Fort Greene,2800,1 Bed,1 Bath,Brooklyn,Compass
"1048 Bedford Avenue, Unit 2F",Clinton Hill,1900,1 Bed,1 Bath,Brooklyn,Compass
"34 Prospect Place, Unit 2A",North Slope,6700,5 Beds,2 Baths,Brooklyn,Compass
"1932 East 29th Street, Unit A",Madison,2775,3 Beds,1.5 Baths,Brooklyn,Compass
277 Gold Street,Downtown Brooklyn,2595,Studio,1 Bath,Brooklyn,Compass
"86 Fleet Place, Unit 20U",Downtown Brooklyn,5592,2 Beds,2 Baths,Brooklyn,Compass
"111 Lawrence Street, Unit 49E",Downtown Brooklyn,5970,2 Beds,2 Baths,Brooklyn,Compass
"14 69th Street, Unit 1B",Bay Ridge,3300,2 Beds,2 Baths,Brooklyn,Compass
"69 Eldert Street, Unit 3",Bushwick,2999,3 Beds,1 Bath,Brooklyn,Compass
"2217 Caton Avenue, Unit 6B",Flatbush,2840,2 Beds,1 Bath,Brooklyn,Compass
"2217 Caton Avenue, Unit 3A",Flatbush,2840,2 Beds,1 Bath,Brooklyn,Compass
"150 Myrtle Avenue, Unit 3606",Downtown Brooklyn,6800,3 Beds,3 Baths,Brooklyn,Compass
"50 Plaza Street East, Unit 2A",Prospect Heights,6295,4 Beds,3 Baths,Brooklyn,Compass
"790 Classon Avenue, Unit 4L",Crown Heights,2700,2 Beds,1 Bath,Brooklyn,Compass
"86 Fleet Place, Unit 9E",Downtown Brooklyn,3684,1 Bed,1 Bath,Brooklyn,Compass
"1399 Greene Avenue, Unit 3A",Bushwick,3207,3 Beds,1 Bath,Brooklyn,Compass
"286 Stanhope Street, Unit 4E",Bushwick,2749,3 Beds,1 Bath,Brooklyn,Compass
"280 Ocean Parkway, Unit 5S",Kensington,1850,1 Bed,1 Bath,Brooklyn,Compass
302 Prospect Place,Prospect Heights,10000,4 Beds,3 Baths,Brooklyn,Compass
302 Prospect Place,Prospect Heights,7500,3 Beds,2 Baths,Brooklyn,Compass
"254 Wyckoff Street, Unit 2R",Boerum Hill,3000,1 Bed,1 Bath,Brooklyn,Compass
"1328 Fulton Street, Unit 704",Bedford-Stuyvesant,3513,2 Beds,2 Baths,Brooklyn,Compass
"90 State Street, Unit 2",Brooklyn Heights,2500,1 Bed,1 Bath,Brooklyn,Compass
"608 Franklin Avenue, Unit 307",Crown Heights,3350,2 Beds,1 Bath,Brooklyn,Compass
"8 Vanderbilt Avenue, Unit 12K",Fort Greene,2800,1 Bed,1 Bath,Brooklyn,Compass
"1048 Bedford Avenue, Unit 2F",Clinton Hill,1900,1 Bed,1 Bath,Brooklyn,Compass
"34 Prospect Place, Unit 2A",North Slope,6700,5 Beds,2 Baths,Brooklyn,Compass
"1932 East 29th Street, Unit A",Madison,2775,3 Beds,1.5 Baths,Brooklyn,Compass
277 Gold Street,Downtown Brooklyn,2595,Studio,1 Bath,Brooklyn,Compass
"86 Fleet Place, Unit 20U",Downtown Brooklyn,5592,2 Beds,2 Baths,Brooklyn,Compass
"111 Lawrence Street, Unit 49E",Downtown Brooklyn,5970,2 Beds,2 Baths,Brooklyn,Compass
"14 69th Street, Unit 1B",Bay Ridge,3300,2 Beds,2 Baths,Brooklyn,Compass
"69 Eldert Street, Unit 3",Bushwick,2999,3 Beds,1 Bath,Brooklyn,Compass
"2217 Caton Avenue, Unit 6B",Flatbush,2840,2 Beds,1 Bath,Brooklyn,Compass
"2217 Caton Avenue, Unit 3A",Flatbush,2840,2 Beds,1 Bath,Brooklyn,Compass
"150 Myrtle Avenue, Unit 3606",Downtown Brooklyn,6800,3 Beds,3 Baths,Brooklyn,Compass
"50 Plaza Street East, Unit 2A",Prospect Heights,6295,4 Beds,3 Baths,Brooklyn,Compass
"790 Classon Avenue, Unit 4L",Crown Heights,2700,2 Beds,1 Bath,Brooklyn,Compass
"86 Fleet Place, Unit 9E",Downtown Brooklyn,3684,1 Bed,1 Bath,Brooklyn,Compass
"1399 Greene Avenue, Unit 3A",Bushwick,3207,3 Beds,1 Bath,Brooklyn,Compass
"286 Stanhope Street, Unit 4E",Bushwick,2749,3 Beds,1 Bath,Brooklyn,Compass
"615 Bay Ridge Avenue, Unit 4R",Bay Ridge,2000,1 Bed,1 Bath,Brooklyn,Compass
"615 Bay Ridge Avenue, Unit 2R",Bay Ridge,2000,2 Beds,1 Bath,Brooklyn,Compass
"1568 Pacific Street, Unit 4B",Crown Heights,2250,2 Beds,1 Bath,Brooklyn,Compass
"231 94th Street, Unit 2",Bay Ridge,2500,3 Beds,1 Bath,Brooklyn,Compass
"231 94th Street, Unit 1",Bay Ridge,2800,3 Beds,1 Bath,Brooklyn,Compass
"369 Milford Street, Unit 2",New Lots,2450,3 Beds,1 Bath,Brooklyn,Compass
"111 Lawrence Street, Unit 47D",Downtown Brooklyn,2955,Studio,1 Bath,Brooklyn,Compass
"111 Lawrence Street, Unit 48A",Downtown Brooklyn,3909,1 Bed,1 Bath,Brooklyn,Compass
"469 81st, Unit 2",Bay Ridge,2700,4 Beds,1 Bath,Brooklyn,Compass
"273 18th Street, Unit 2",Greenwood Heights,3300,3 Beds,1.5 Baths,Brooklyn,Compass
"489 Washington Avenue, Unit 1B",Clinton Hill,5500,4 Beds,2 Baths,Brooklyn,Compass
"2 North 6th Street, Unit 1G",Williamsburg,8485,3 Beds,3 Baths,Brooklyn,Compass
"465 53rd Street, Unit 3R",Sunset Park,2250,2 Beds,1 Bath,Brooklyn,Compass
"242 Putnam Avenue, Unit 2",Bedford-Stuyvesant,1995,1 Bed,1 Bath,Brooklyn,Compass
"18-22 Dikeman Street, Unit 2C",Red Hook,5300,3 Beds,2 Baths,Brooklyn,Compass
44 1st Place,Carroll Gardens,3900,1 Bed,1 Bath,Brooklyn,Compass
"499 Dean Street, Unit 1A",Prospect Heights,6800,3 Beds,2 Baths,Brooklyn,Compass
"380 Herkimer Street, Unit A",Bedford-Stuyvesant,3750,3 Beds,2 Baths,Brooklyn,Compass
"315 Garfield Place, Unit 1",North Slope,5500,1 Bed,2 Baths,Brooklyn,Compass
"90 Atlantic Avenue, Unit 2A",Cobble Hill,5000,3 Beds,2 Baths,Brooklyn,Compass
"363 Bond Street, Unit 712",Gowanus,3660,1 Bed,1 Bath,Brooklyn,Compass
"230-a 6th Avenue, Unit 2",North Slope,4295,2 Beds,1 Bath,Brooklyn,Compass
"125 Bergen Street, Unit 2C",Boerum Hill,2750,1 Bed,1 Bath,Brooklyn,Compass
"58 Metropolitan Avenue, Unit 5E",Williamsburg,3650,1 Bed,1 Bath,Brooklyn,Compass
125 North 10th Street,Williamsburg,5700,2 Beds,2 Baths,Brooklyn,Compass
"23 South Portland Avenue, Unit 1",Fort Greene,13450,3 Beds,3.5 Baths,Brooklyn,Compass
"144 North 8th Street, Unit 12C",Williamsburg,4500,1 Bed,1 Bath,Brooklyn,Compass
"416 Clermont Avenue, Unit 3R",Fort Greene,3000,1 Bed,1 Bath,Brooklyn,Compass
"330 Mac Donough Street, Unit 2",Bedford-Stuyvesant,2350,2 Beds,1 Bath,Brooklyn,Compass
"860 Prospect Place, Unit 1",Crown Heights,5750,3 Beds,2.5 Baths,Brooklyn,Compass
"1444 Herkimer Street, Unit 2",Bedford-Stuyvesant,2300,3 Beds,1 Bath,Brooklyn,Compass
"74 Grand Avenue, Unit 3E",Clinton Hill,2900,1 Bed,1 Bath,Brooklyn,Compass
"19 Grace Court, Unit 4B",Brooklyn Heights,9230,4 Beds,3 Baths,Brooklyn,Compass
"1050 Decatur Street, Unit 1RSB",Bushwick,2975,3 Beds,2 Baths,Brooklyn,Compass
"242 Montrose Avenue, Unit 1R",East Williamsburg,3200,2 Beds,1 Bath,Brooklyn,Compass
"328-a Irving Avenue, Unit 1SB",Bushwick,2000,2 Beds,1 Bath,Brooklyn,Compass
"101 Bedford Avenue, Unit C307",Williamsburg,3900,1 Bed,1 Bath,Brooklyn,Compass
"527 Lincoln Place, Unit 502",Crown Heights,3700,2 Beds,1 Bath,Brooklyn,Compass
"1767 Fulton Street, Unit 2FSB",Bedford-Stuyvesant,2600,3 Beds,1 Bath,Brooklyn,Compass
